Freq.	V     out)
9.15271867831297e+003	     7.94645881210382e+001     -1.97545180464813e+001     
9.15432305988011e+003	     7.94644142108596e+001     -1.97577128652268e+001     
9.15592772267957e+003	     7.94642402466736e+001     -1.97609081160329e+001     
9.15753266676064e+003	     7.94640662284657e+001     -1.97641037989184e+001     
9.15913789217261e+003	     7.94638921562212e+001     -1.97672999139019e+001     
9.16074339896482e+003	     7.94637180299255e+001     -1.97704964610020e+001     
9.16234918718657e+003	     7.94635438495641e+001     -1.97736934402375e+001     
9.16395525688721e+003	     7.94633696151222e+001     -1.97768908516269e+001     
9.16556160811607e+003	     7.94631953265854e+001     -1.97800886951888e+001     
9.16716824092250e+003	     7.94630209839389e+001     -1.97832869709418e+001     
9.16877515535586e+003	     7.94628465871681e+001     -1.97864856789044e+001     
9.17038235146552e+003	     7.94626721362584e+001     -1.97896848190953e+001     
9.17198982930085e+003	     7.94624976311952e+001     -1.97928843915328e+001     
9.17359758891123e+003	     7.94623230719639e+001     -1.97960843962356e+001     
9.17520563034606e+003	     7.94621484585497e+001     -1.97992848332220e+001     
9.17681395365474e+003	     7.94619737909381e+001     -1.98024857025106e+001     
9.17842255888668e+003	     7.94617990691144e+001     -1.98056870041198e+001     
9.18003144609130e+003	     7.94616242930640e+001     -1.98088887380680e+001     
9.18164061531801e+003	     7.94614494627722e+001     -1.98120909043736e+001     
9.18325006661627e+003	     7.94612745782244e+001     -1.98152935030550e+001     
9.18485980003551e+003	     7.94610996394060e+001     -1.98184965341306e+001     
9.18646981562519e+003	     7.94609246463022e+001     -1.98216999976187e+001     
9.18808011343476e+003	     7.94607495988984e+001     -1.98249038935377e+001     
9.18969069351371e+003	     7.94605744971800e+001     -1.98281082219058e+001     
9.19130155591150e+003	     7.94603993411323e+001     -1.98313129827414e+001     
9.19291270067763e+003	     7.94602241307406e+001     -1.98345181760627e+001     
9.19452412786159e+003	     7.94600488659903e+001     -1.98377238018879e+001     
9.19613583751288e+003	     7.94598735468667e+001     -1.98409298602354e+001     
9.19774782968103e+003	     7.94596981733551e+001     -1.98441363511233e+001     
9.19936010441555e+003	     7.94595227454409e+001     -1.98473432745697e+001     
9.20097266176598e+003	     7.94593472631093e+001     -1.98505506305930e+001     
9.20258550178184e+003	     7.94591717263457e+001     -1.98537584192112e+001     
9.20419862451270e+003	     7.94589961351354e+001     -1.98569666404425e+001     
9.20581203000812e+003	     7.94588204894637e+001     -1.98601752943050e+001     
9.20742571831764e+003	     7.94586447893160e+001     -1.98633843808168e+001     
9.20903968949086e+003	     7.94584690346775e+001     -1.98665938999959e+001     
9.21065394357735e+003	     7.94582932255335e+001     -1.98698038518605e+001     
9.21226848062670e+003	     7.94581173618695e+001     -1.98730142364285e+001     
9.21388330068852e+003	     7.94579414436705e+001     -1.98762250537180e+001     
9.21549840381242e+003	     7.94577654709220e+001     -1.98794363037471e+001     
9.21711379004800e+003	     7.94575894436093e+001     -1.98826479865336e+001     
9.21872945944491e+003	     7.94574133617176e+001     -1.98858601020955e+001     
9.22034541205277e+003	     7.94572372252322e+001     -1.98890726504508e+001     
9.22196164792124e+003	     7.94570610341385e+001     -1.98922856316174e+001     
9.22357816709995e+003	     7.94568847884217e+001     -1.98954990456132e+001     
9.22519496963858e+003	     7.94567084880670e+001     -1.98987128924561e+001     
9.22681205558679e+003	     7.94565321330599e+001     -1.99019271721640e+001     
9.22842942499427e+003	     7.94563557233854e+001     -1.99051418847547e+001     
9.23004707791069e+003	     7.94561792590290e+001     -1.99083570302460e+001     
9.23166501438576e+003	     7.94560027399759e+001     -1.99115726086557e+001     
9.23328323446918e+003	     7.94558261662114e+001     -1.99147886200017e+001     
9.23490173821067e+003	     7.94556495377207e+001     -1.99180050643017e+001     
9.23652052565995e+003	     7.94554728544891e+001     -1.99212219415734e+001     
9.23813959686674e+003	     7.94552961165019e+001     -1.99244392518346e+001     
9.23975895188080e+003	     7.94551193237443e+001     -1.99276569951030e+001     
9.24137859075186e+003	     7.94549424762016e+001     -1.99308751713962e+001     
9.24299851352968e+003	     7.94547655738590e+001     -1.99340937807320e+001     
9.24461872026404e+003	     7.94545886167019e+001     -1.99373128231281e+001     
9.24623921100471e+003	     7.94544116047153e+001     -1.99405322986019e+001     
9.24785998580146e+003	     7.94542345378847e+001     -1.99437522071712e+001     
9.24948104470409e+003	     7.94540574161951e+001     -1.99469725488535e+001     
9.25110238776241e+003	     7.94538802396320e+001     -1.99501933236665e+001     
9.25272401502622e+003	     7.94537030081804e+001     -1.99534145316276e+001     
9.25434592654534e+003	     7.94535257218257e+001     -1.99566361727545e+001     
9.25596812236960e+003	     7.94533483805531e+001     -1.99598582470645e+001     
9.25759060254883e+003	     7.94531709843478e+001     -1.99630807545753e+001     
9.25921336713287e+003	     7.94529935331951e+001     -1.99663036953043e+001     
9.26083641617160e+003	     7.94528160270801e+001     -1.99695270692689e+001     
9.26245974971485e+003	     7.94526384659881e+001     -1.99727508764867e+001     
9.26408336781251e+003	     7.94524608499044e+001     -1.99759751169749e+001     
9.26570727051445e+003	     7.94522831788140e+001     -1.99791997907510e+001     
9.26733145787057e+003	     7.94521054527023e+001     -1.99824248978324e+001     
9.26895592993075e+003	     7.94519276715545e+001     -1.99856504382365e+001     
9.27058068674492e+003	     7.94517498353558e+001     -1.99888764119805e+001     
9.27220572836297e+003	     7.94515719440913e+001     -1.99921028190819e+001     
9.27383105483483e+003	     7.94513939977464e+001     -1.99953296595578e+001     
9.27545666621044e+003	     7.94512159963061e+001     -1.99985569334256e+001     
9.27708256253974e+003	     7.94510379397557e+001     -2.00017846407026e+001     
9.27870874387267e+003	     7.94508598280804e+001     -2.00050127814059e+001     
9.28033521025919e+003	     7.94506816612654e+001     -2.00082413555529e+001     
9.28196196174928e+003	     7.94505034392959e+001     -2.00114703631607e+001     
9.28358899839290e+003	     7.94503251621570e+001     -2.00146998042464e+001     
9.28521632024005e+003	     7.94501468298340e+001     -2.00179296788273e+001     
9.28684392734071e+003	     7.94499684423121e+001     -2.00211599869205e+001     
9.28847181974489e+003	     7.94497899995764e+001     -2.00243907285431e+001     
9.29009999750260e+003	     7.94496115016120e+001     -2.00276219037123e+001     
9.29172846066385e+003	     7.94494329484043e+001     -2.00308535124450e+001     
9.29335720927868e+003	     7.94492543399383e+001     -2.00340855547584e+001     
9.29498624339712e+003	     7.94490756761993e+001     -2.00373180306695e+001     
9.29661556306923e+003	     7.94488969571723e+001     -2.00405509401953e+001     
9.29824516834504e+003	     7.94487181828427e+001     -2.00437842833529e+001     
9.29987505927464e+003	     7.94485393531954e+001     -2.00470180601592e+001     
9.30150523590808e+003	     7.94483604682158e+001     -2.00502522706312e+001     
9.30313569829546e+003	     7.94481815278889e+001     -2.00534869147858e+001     
9.30476644648686e+003	     7.94480025321999e+001     -2.00567219926400e+001     
9.30639748053237e+003	     7.94478234811340e+001     -2.00599575042106e+001     
9.30802880048211e+003	     7.94476443746763e+001     -2.00631934495146e+001     
9.30966040638620e+003	     7.94474652128119e+001     -2.00664298285688e+001     
9.31129229829475e+003	     7.94472859955261e+001     -2.00696666413901e+001     
9.31292447625791e+003	     7.94471067228040e+001     -2.00729038879952e+001     
9.31455694032581e+003	     7.94469273946306e+001     -2.00761415684010e+001     
9.31618969054861e+003	     7.94467480109912e+001     -2.00793796826243e+001     
9.31782272697646e+003	     7.94465685718708e+001     -2.00826182306818e+001     
9.31945604965954e+003	     7.94463890772547e+001     -2.00858572125903e+001     
9.32108965864802e+003	     7.94462095271279e+001     -2.00890966283666e+001     
9.32272355399209e+003	     7.94460299214756e+001     -2.00923364780272e+001     
9.32435773574194e+003	     7.94458502602828e+001     -2.00955767615889e+001     
9.32599220394778e+003	     7.94456705435348e+001     -2.00988174790685e+001     
9.32762695865982e+003	     7.94454907712166e+001     -2.01020586304824e+001     
9.32926199992829e+003	     7.94453109433134e+001     -2.01053002158474e+001     
9.33089732780341e+003	     7.94451310598103e+001     -2.01085422351800e+001     
9.33253294233543e+003	     7.94449511206923e+001     -2.01117846884968e+001     
9.33416884357458e+003	     7.94447711259446e+001     -2.01150275758145e+001     
9.33580503157113e+003	     7.94445910755524e+001     -2.01182708971495e+001     
9.33744150637535e+003	     7.94444109695006e+001     -2.01215146525184e+001     
9.33907826803750e+003	     7.94442308077745e+001     -2.01247588419376e+001     
9.34071531660788e+003	     7.94440505903591e+001     -2.01280034654237e+001     
9.34235265213677e+003	     7.94438703172395e+001     -2.01312485229932e+001     
9.34399027467448e+003	     7.94436899884008e+001     -2.01344940146624e+001     
9.34562818427131e+003	     7.94435096038281e+001     -2.01377399404478e+001     
9.34726638097758e+003	     7.94433291635065e+001     -2.01409863003658e+001     
9.34890486484362e+003	     7.94431486674210e+001     -2.01442330944329e+001     
9.35054363591978e+003	     7.94429681155569e+001     -2.01474803226653e+001     
9.35218269425638e+003	     7.94427875078991e+001     -2.01507279850793e+001     
9.35382203990379e+003	     7.94426068444327e+001     -2.01539760816915e+001     
9.35546167291237e+003	     7.94424261251428e+001     -2.01572246125179e+001     
9.35710159333249e+003	     7.94422453500145e+001     -2.01604735775750e+001     
9.35874180121453e+003	     7.94420645190329e+001     -2.01637229768790e+001     
9.36038229660888e+003	     7.94418836321829e+001     -2.01669728104460e+001     
9.36202307956594e+003	     7.94417026894498e+001     -2.01702230782925e+001     
9.36366415013612e+003	     7.94415216908185e+001     -2.01734737804345e+001     
9.36530550836982e+003	     7.94413406362741e+001     -2.01767249168882e+001     
9.36694715431748e+003	     7.94411595258018e+001     -2.01799764876699e+001     
9.36858908802953e+003	     7.94409783593864e+001     -2.01832284927956e+001     
9.37023130955642e+003	     7.94407971370131e+001     -2.01864809322815e+001     
9.37187381894858e+003	     7.94406158586670e+001     -2.01897338061436e+001     
9.37351661625649e+003	     7.94404345243331e+001     -2.01929871143981e+001     
9.37515970153060e+003	     7.94402531339964e+001     -2.01962408570611e+001     
9.37680307482141e+003	     7.94400716876420e+001     -2.01994950341485e+001     
9.37844673617939e+003	     7.94398901852549e+001     -2.02027496456764e+001     
9.38009068565504e+003	     7.94397086268201e+001     -2.02060046916608e+001     
9.38173492329887e+003	     7.94395270123228e+001     -2.02092601721176e+001     
9.38337944916139e+003	     7.94393453417479e+001     -2.02125160870629e+001     
9.38502426329311e+003	     7.94391636150804e+001     -2.02157724365126e+001     
9.38666936574458e+003	     7.94389818323055e+001     -2.02190292204825e+001     
9.38831475656632e+003	     7.94387999934081e+001     -2.02222864389887e+001     
9.38996043580889e+003	     7.94386180983732e+001     -2.02255440920469e+001     
9.39160640352285e+003	     7.94384361471858e+001     -2.02288021796731e+001     
9.39325265975877e+003	     7.94382541398311e+001     -2.02320607018830e+001     
9.39489920456721e+003	     7.94380720762940e+001     -2.02353196586926e+001     
9.39654603799876e+003	     7.94378899565594e+001     -2.02385790501175e+001     
9.39819316010401e+003	     7.94377077806125e+001     -2.02418388761736e+001     
9.39984057093357e+003	     7.94375255484383e+001     -2.02450991368766e+001     
9.40148827053804e+003	     7.94373432600216e+001     -2.02483598322423e+001     
9.40313625896806e+003	     7.94371609153477e+001     -2.02516209622864e+001     
9.40478453627423e+003	     7.94369785144013e+001     -2.02548825270246e+001     
9.40643310250721e+003	     7.94367960571676e+001     -2.02581445264725e+001     
9.40808195771763e+003	     7.94366135436316e+001     -2.02614069606458e+001     
9.40973110195615e+003	     7.94364309737782e+001     -2.02646698295602e+001     
9.41138053527345e+003	     7.94362483475924e+001     -2.02679331332312e+001     
9.41303025772017e+003	     7.94360656650592e+001     -2.02711968716746e+001     
9.41468026934702e+003	     7.94358829261636e+001     -2.02744610449057e+001     
9.41633057020468e+003	     7.94357001308906e+001     -2.02777256529402e+001     
9.41798116034385e+003	     7.94355172792252e+001     -2.02809906957936e+001     
9.41963203981524e+003	     7.94353343711523e+001     -2.02842561734815e+001     
9.42128320866956e+003	     7.94351514066569e+001     -2.02875220860193e+001     
9.42293466695754e+003	     7.94349683857240e+001     -2.02907884334225e+001     
9.42458641472992e+003	     7.94347853083386e+001     -2.02940552157065e+001     
9.42623845203744e+003	     7.94346021744855e+001     -2.02973224328868e+001     
9.42789077893085e+003	     7.94344189841499e+001     -2.03005900849788e+001     
9.42954339546091e+003	     7.94342357373167e+001     -2.03038581719978e+001     
9.43119630167840e+003	     7.94340524339707e+001     -2.03071266939593e+001     
9.43284949763409e+003	     7.94338690740971e+001     -2.03103956508786e+001     
9.43450298337877e+003	     7.94336856576807e+001     -2.03136650427710e+001     
9.43615675896324e+003	     7.94335021847064e+001     -2.03169348696518e+001     
9.43781082443831e+003	     7.94333186551593e+001     -2.03202051315363e+001     
9.43946517985479e+003	     7.94331350690243e+001     -2.03234758284399e+001     
9.44111982526350e+003	     7.94329514262863e+001     -2.03267469603776e+001     
9.44277476071528e+003	     7.94327677269302e+001     -2.03300185273647e+001     
9.44442998626096e+003	     7.94325839709411e+001     -2.03332905294166e+001     
9.44608550195141e+003	     7.94324001583038e+001     -2.03365629665482e+001     
9.44774130783747e+003	     7.94322162890033e+001     -2.03398358387749e+001     
9.44939740397002e+003	     7.94320323630246e+001     -2.03431091461116e+001     
9.45105379039994e+003	     7.94318483803524e+001     -2.03463828885737e+001     
9.45271046717810e+003	     7.94316643409719e+001     -2.03496570661761e+001     
9.45436743435541e+003	     7.94314802448678e+001     -2.03529316789339e+001     
9.45602469198277e+003	     7.94312960920252e+001     -2.03562067268622e+001     
9.45768224011110e+003	     7.94311118824289e+001     -2.03594822099760e+001     
9.45934007879131e+003	     7.94309276160639e+001     -2.03627581282904e+001     
9.46099820807433e+003	     7.94307432929150e+001     -2.03660344818204e+001     
9.46265662801111e+003	     7.94305589129672e+001     -2.03693112705808e+001     
9.46431533865260e+003	     7.94303744762054e+001     -2.03725884945867e+001     
9.46597434004974e+003	     7.94301899826146e+001     -2.03758661538531e+001     
9.46763363225352e+003	     7.94300054321795e+001     -2.03791442483947e+001     
9.46929321531490e+003	     7.94298208248851e+001     -2.03824227782266e+001     
9.47095308928486e+003	     7.94296361607164e+001     -2.03857017433636e+001     
9.47261325421441e+003	     7.94294514396582e+001     -2.03889811438205e+001     
9.47427371015455e+003	     7.94292666616953e+001     -2.03922609796122e+001     
9.47593445715628e+003	     7.94290818268128e+001     -2.03955412507534e+001     
9.47759549527062e+003	     7.94288969349954e+001     -2.03988219572590e+001     
9.47925682454861e+003	     7.94287119862282e+001     -2.04021030991437e+001     
9.48091844504129e+003	     7.94285269804958e+001     -2.04053846764224e+001     
9.48258035679969e+003	     7.94283419177834e+001     -2.04086666891096e+001     
9.48424255987488e+003	     7.94281567980756e+001     -2.04119491372201e+001     
9.48590505431793e+003	     7.94279716213574e+001     -2.04152320207686e+001     
9.48756784017989e+003	     7.94277863876137e+001     -2.04185153397698e+001     
9.48923091751187e+003	     7.94276010968294e+001     -2.04217990942383e+001     
9.49089428636494e+003	     7.94274157489893e+001     -2.04250832841887e+001     
9.49255794679022e+003	     7.94272303440782e+001     -2.04283679096356e+001     
9.49422189883881e+003	     7.94270448820811e+001     -2.04316529705936e+001     
9.49588614256182e+003	     7.94268593629828e+001     -2.04349384670773e+001     
9.49755067801039e+003	     7.94266737867681e+001     -2.04382243991012e+001     
9.49921550523566e+003	     7.94264881534220e+001     -2.04415107666797e+001     
9.50088062428876e+003	     7.94263024629293e+001     -2.04447975698275e+001     
9.50254603522086e+003	     7.94261167152748e+001     -2.04480848085590e+001     
9.50421173808312e+003	     7.94259309104434e+001     -2.04513724828886e+001     
9.50587773292670e+003	     7.94257450484199e+001     -2.04546605928307e+001     
9.50754401980280e+003	     7.94255591291892e+001     -2.04579491383999e+001     
9.50921059876259e+003	     7.94253731527360e+001     -2.04612381196104e+001     
9.51087746985729e+003	     7.94251871190454e+001     -2.04645275364766e+001     
9.51254463313810e+003	     7.94250010281020e+001     -2.04678173890129e+001     
9.51421208865623e+003	     7.94248148798908e+001     -2.04711076772336e+001     
9.51587983646292e+003	     7.94246286743965e+001     -2.04743984011531e+001     
9.51754787660939e+003	     7.94244424116040e+001     -2.04776895607855e+001     
9.51921620914690e+003	     7.94242560914981e+001     -2.04809811561452e+001     
9.52088483412669e+003	     7.94240697140636e+001     -2.04842731872465e+001     
9.52255375160004e+003	     7.94238832792854e+001     -2.04875656541034e+001     
9.52422296161820e+003	     7.94236967871483e+001     -2.04908585567303e+001     
9.52589246423246e+003	     7.94235102376371e+001     -2.04941518951413e+001     
9.52756225949411e+003	     7.94233236307366e+001     -2.04974456693505e+001     
9.52923234745444e+003	     7.94231369664317e+001     -2.05007398793722e+001     
9.53090272816477e+003	     7.94229502447070e+001     -2.05040345252204e+001     
9.53257340167641e+003	     7.94227634655475e+001     -2.05073296069092e+001     
9.53424436804069e+003	     7.94225766289379e+001     -2.05106251244526e+001     
9.53591562730893e+003	     7.94223897348631e+001     -2.05139210778649e+001     
9.53758717953249e+003	     7.94222027833078e+001     -2.05172174671598e+001     
9.53925902476271e+003	     7.94220157742569e+001     -2.05205142923516e+001     
9.54093116305096e+003	     7.94218287076951e+001     -2.05238115534541e+001     
9.54260359444860e+003	     7.94216415836072e+001     -2.05271092504814e+001     
9.54427631900703e+003	     7.94214544019781e+001     -2.05304073834474e+001     
9.54594933677761e+003	     7.94212671627924e+001     -2.05337059523659e+001     
9.54762264781176e+003	     7.94210798660351e+001     -2.05370049572510e+001     
9.54929625216087e+003	     7.94208925116908e+001     -2.05403043981165e+001     
9.55097014987636e+003	     7.94207050997444e+001     -2.05436042749762e+001     
9.55264434100967e+003	     7.94205176301806e+001     -2.05469045878440e+001     
9.55431882561221e+003	     7.94203301029842e+001     -2.05502053367337e+001     
9.55599360373543e+003	     7.94201425181400e+001     -2.05535065216592e+001     
9.55766867543079e+003	     7.94199548756327e+001     -2.05568081426341e+001     
9.55934404074974e+003	     7.94197671754471e+001     -2.05601101996722e+001     
9.56101969974376e+003	     7.94195794175680e+001     -2.05634126927874e+001     
9.56269565246431e+003	     7.94193916019802e+001     -2.05667156219932e+001     
9.56437189896290e+003	     7.94192037286683e+001     -2.05700189873033e+001     
9.56604843929101e+003	     7.94190157976172e+001     -2.05733227887316e+001     
9.56772527350015e+003	     7.94188278088116e+001     -2.05766270262915e+001     
9.56940240164184e+003	     7.94186397622363e+001     -2.05799316999967e+001     
9.57107982376759e+003	     7.94184516578759e+001     -2.05832368098609e+001     
9.57275753992895e+003	     7.94182634957154e+001     -2.05865423558975e+001     
9.57443555017745e+003	     7.94180752757393e+001     -2.05898483381203e+001     
9.57611385456464e+003	     7.94178869979325e+001     -2.05931547565426e+001     
9.57779245314209e+003	     7.94176986622797e+001     -2.05964616111780e+001     
9.57947134596135e+003	     7.94175102687656e+001     -2.05997689020401e+001     
9.58115053307402e+003	     7.94173218173749e+001     -2.06030766291423e+001     
9.58283001453167e+003	     7.94171333080924e+001     -2.06063847924980e+001     
9.58450979038591e+003	     7.94169447409029e+001     -2.06096933921208e+001     
9.58618986068833e+003	     7.94167561157910e+001     -2.06130024280239e+001     
9.58787022549055e+003	     7.94165674327415e+001     -2.06163119002208e+001     
9.58955088484419e+003	     7.94163786917390e+001     -2.06196218087248e+001     
9.59123183880089e+003	     7.94161898927684e+001     -2.06229321535494e+001     
9.59291308741229e+003	     7.94160010358143e+001     -2.06262429347078e+001     
9.59459463073003e+003	     7.94158121208614e+001     -2.06295541522133e+001     
9.59627646880578e+003	     7.94156231478945e+001     -2.06328658060793e+001     
9.59795860169120e+003	     7.94154341168983e+001     -2.06361778963189e+001     
9.59964102943797e+003	     7.94152450278575e+001     -2.06394904229454e+001     
9.60132375209778e+003	     7.94150558807567e+001     -2.06428033859721e+001     
9.60300676972233e+003	     7.94148666755807e+001     -2.06461167854121e+001     
9.60469008236331e+003	     7.94146774123142e+001     -2.06494306212786e+001     
9.60637369007244e+003	     7.94144880909418e+001     -2.06527448935848e+001     
9.60805759290144e+003	     7.94142987114484e+001     -2.06560596023438e+001     
9.60974179090205e+003	     7.94141092738185e+001     -2.06593747475686e+001     
9.61142628412600e+003	     7.94139197780368e+001     -2.06626903292725e+001     
9.61311107262505e+003	     7.94137302240881e+001     -2.06660063474684e+001     
9.61479615645096e+003	     7.94135406119571e+001     -2.06693228021694e+001     
9.61648153565548e+003	     7.94133509416283e+001     -2.06726396933885e+001     
9.61816721029040e+003	     7.94131612130866e+001     -2.06759570211387e+001     
9.61985318040751e+003	     7.94129714263165e+001     -2.06792747854331e+001     
9.62153944605860e+003	     7.94127815813027e+001     -2.06825929862845e+001     
9.62322600729547e+003	     7.94125916780300e+001     -2.06859116237059e+001     
9.62491286416994e+003	     7.94124017164829e+001     -2.06892306977102e+001     
9.62660001673383e+003	     7.94122116966463e+001     -2.06925502083103e+001     
9.62828746503897e+003	     7.94120216185046e+001     -2.06958701555191e+001     
9.62997520913721e+003	     7.94118314820426e+001     -2.06991905393494e+001     
9.63166324908038e+003	     7.94116412872450e+001     -2.07025113598141e+001     
