Freq.	V     out)
9.08610398383413e+003	     5.25423364821573e+001       -8.64213276506277e-001     
9.08725758452280e+003	     5.25423362324530e+001       -8.64322983248843e-001     
9.08841133167628e+003	     5.25423359826853e+001       -8.64432703913832e-001     
9.08956522531318e+003	     5.25423357328542e+001       -8.64542438503009e-001     
9.09071926545208e+003	     5.25423354829596e+001       -8.64652187018140e-001     
9.09187345211159e+003	     5.25423352330017e+001       -8.64761949460991e-001     
9.09302778531032e+003	     5.25423349829802e+001       -8.64871725833326e-001     
9.09418226506686e+003	     5.25423347328953e+001       -8.64981516136913e-001     
9.09533689139983e+003	     5.25423344827469e+001       -8.65091320373517e-001     
9.09649166432784e+003	     5.25423342325350e+001       -8.65201138544906e-001     
9.09764658386949e+003	     5.25423339822595e+001       -8.65310970652846e-001     
9.09880165004340e+003	     5.25423337319205e+001       -8.65420816699104e-001     
9.09995686286820e+003	     5.25423334815180e+001       -8.65530676685447e-001     
9.10111222236249e+003	     5.25423332310519e+001       -8.65640550613643e-001     
9.10226772854490e+003	     5.25423329805221e+001       -8.65750438485460e-001     
9.10342338143405e+003	     5.25423327299288e+001       -8.65860340302665e-001     
9.10457918104858e+003	     5.25423324792719e+001       -8.65970256067027e-001     
9.10573512740710e+003	     5.25423322285513e+001       -8.66080185780313e-001     
9.10689122052825e+003	     5.25423319777671e+001       -8.66190129444293e-001     
9.10804746043067e+003	     5.25423317269192e+001       -8.66300087060736e-001     
9.10920384713298e+003	     5.25423314760076e+001       -8.66410058631410e-001     
9.11036038065383e+003	     5.25423312250323e+001       -8.66520044158084e-001     
9.11151706101186e+003	     5.25423309739933e+001       -8.66630043642529e-001     
9.11267388822571e+003	     5.25423307228906e+001       -8.66740057086514e-001     
9.11383086231403e+003	     5.25423304717241e+001       -8.66850084491808e-001     
9.11498798329546e+003	     5.25423302204938e+001       -8.66960125860182e-001     
9.11614525118865e+003	     5.25423299691998e+001       -8.67070181193407e-001     
9.11730266601226e+003	     5.25423297178420e+001       -8.67180250493252e-001     
9.11846022778494e+003	     5.25423294664203e+001       -8.67290333761489e-001     
9.11961793652535e+003	     5.25423292149348e+001       -8.67400430999889e-001     
9.12077579225215e+003	     5.25423289633855e+001       -8.67510542210223e-001     
9.12193379498399e+003	     5.25423287117723e+001       -8.67620667394262e-001     
9.12309194473955e+003	     5.25423284600952e+001       -8.67730806553779e-001     
9.12425024153749e+003	     5.25423282083542e+001       -8.67840959690545e-001     
9.12540868539648e+003	     5.25423279565493e+001       -8.67951126806333e-001     
9.12656727633518e+003	     5.25423277046805e+001       -8.68061307902914e-001     
9.12772601437229e+003	     5.25423274527477e+001       -8.68171502982062e-001     
9.12888489952646e+003	     5.25423272007510e+001       -8.68281712045549e-001     
9.13004393181638e+003	     5.25423269486903e+001       -8.68391935095148e-001     
9.13120311126073e+003	     5.25423266965656e+001       -8.68502172132632e-001     
9.13236243787820e+003	     5.25423264443769e+001       -8.68612423159776e-001     
9.13352191168746e+003	     5.25423261921241e+001       -8.68722688178353e-001     
9.13468153270721e+003	     5.25423259398073e+001       -8.68832967190137e-001     
9.13584130095613e+003	     5.25423256874265e+001       -8.68943260196901e-001     
9.13700121645292e+003	     5.25423254349816e+001       -8.69053567200421e-001     
9.13816127921628e+003	     5.25423251824726e+001       -8.69163888202472e-001     
9.13932148926490e+003	     5.25423249298995e+001       -8.69274223204827e-001     
9.14048184661748e+003	     5.25423246772622e+001       -8.69384572209262e-001     
9.14164235129272e+003	     5.25423244245608e+001       -8.69494935217552e-001     
9.14280300330934e+003	     5.25423241717953e+001       -8.69605312231473e-001     
9.14396380268602e+003	     5.25423239189656e+001       -8.69715703252801e-001     
9.14512474944150e+003	     5.25423236660717e+001       -8.69826108283312e-001     
9.14628584359447e+003	     5.25423234131136e+001       -8.69936527324781e-001     
9.14744708516364e+003	     5.25423231600912e+001       -8.70046960378986e-001     
9.14860847416775e+003	     5.25423229070047e+001       -8.70157407447702e-001     
9.14977001062550e+003	     5.25423226538539e+001       -8.70267868532707e-001     
9.15093169455561e+003	     5.25423224006388e+001       -8.70378343635778e-001     
9.15209352597682e+003	     5.25423221473594e+001       -8.70488832758693e-001     
9.15325550490785e+003	     5.25423218940157e+001       -8.70599335903228e-001     
9.15441763136741e+003	     5.25423216406077e+001       -8.70709853071161e-001     
9.15557990537426e+003	     5.25423213871353e+001       -8.70820384264272e-001     
9.15674232694711e+003	     5.25423211335987e+001       -8.70930929484337e-001     
9.15790489610470e+003	     5.25423208799976e+001       -8.71041488733135e-001     
9.15906761286578e+003	     5.25423206263321e+001       -8.71152062012445e-001     
9.16023047724908e+003	     5.25423203726023e+001       -8.71262649324046e-001     
9.16139348927334e+003	     5.25423201188080e+001       -8.71373250669717e-001     
9.16255664895731e+003	     5.25423198649493e+001       -8.71483866051237e-001     
9.16371995631974e+003	     5.25423196110262e+001       -8.71594495470386e-001     
9.16488341137937e+003	     5.25423193570386e+001       -8.71705138928944e-001     
9.16604701415496e+003	     5.25423191029865e+001       -8.71815796428691e-001     
9.16721076466527e+003	     5.25423188488699e+001       -8.71926467971407e-001     
9.16837466292904e+003	     5.25423185946887e+001       -8.72037153558872e-001     
9.16953870896505e+003	     5.25423183404431e+001       -8.72147853192867e-001     
9.17070290279204e+003	     5.25423180861329e+001       -8.72258566875173e-001     
9.17186724442879e+003	     5.25423178317581e+001       -8.72369294607572e-001     
9.17303173389406e+003	     5.25423175773188e+001       -8.72480036391844e-001     
9.17419637120662e+003	     5.25423173228148e+001       -8.72590792229772e-001     
9.17536115638524e+003	     5.25423170682463e+001       -8.72701562123136e-001     
9.17652608944870e+003	     5.25423168136131e+001       -8.72812346073720e-001     
9.17769117041576e+003	     5.25423165589152e+001       -8.72923144083305e-001     
9.17885639930522e+003	     5.25423163041527e+001       -8.73033956153674e-001     
9.18002177613584e+003	     5.25423160493256e+001       -8.73144782286610e-001     
9.18118730092642e+003	     5.25423157944337e+001       -8.73255622483895e-001     
9.18235297369573e+003	     5.25423155394771e+001       -8.73366476747314e-001     
9.18351879446257e+003	     5.25423152844558e+001       -8.73477345078648e-001     
9.18468476324573e+003	     5.25423150293697e+001       -8.73588227479682e-001     
9.18585088006400e+003	     5.25423147742189e+001       -8.73699123952200e-001     
9.18701714493617e+003	     5.25423145190033e+001       -8.73810034497986e-001     
9.18818355788104e+003	     5.25423142637229e+001       -8.73920959118824e-001     
9.18935011891741e+003	     5.25423140083777e+001       -8.74031897816498e-001     
9.19051682806408e+003	     5.25423137529676e+001       -8.74142850592794e-001     
9.19168368533987e+003	     5.25423134974927e+001       -8.74253817449496e-001     
9.19285069076356e+003	     5.25423132419530e+001       -8.74364798388390e-001     
9.19401784435398e+003	     5.25423129863484e+001       -8.74475793411260e-001     
9.19518514612994e+003	     5.25423127306788e+001       -8.74586802519894e-001     
9.19635259611024e+003	     5.25423124749444e+001       -8.74697825716076e-001     
9.19752019431372e+003	     5.25423122191451e+001       -8.74808863001593e-001     
9.19868794075917e+003	     5.25423119632808e+001       -8.74919914378231e-001     
9.19985583546544e+003	     5.25423117073515e+001       -8.75030979847776e-001     
9.20102387845133e+003	     5.25423114513573e+001       -8.75142059412016e-001     
9.20219206973568e+003	     5.25423111952980e+001       -8.75253153072738e-001     
9.20336040933732e+003	     5.25423109391738e+001       -8.75364260831728e-001     
9.20452889727507e+003	     5.25423106829845e+001       -8.75475382690774e-001     
9.20569753356777e+003	     5.25423104267302e+001       -8.75586518651664e-001     
9.20686631823425e+003	     5.25423101704109e+001       -8.75697668716186e-001     
9.20803525129335e+003	     5.25423099140264e+001       -8.75808832886127e-001     
9.20920433276392e+003	     5.25423096575769e+001       -8.75920011163277e-001     
9.21037356266479e+003	     5.25423094010623e+001       -8.76031203549424e-001     
9.21154294101482e+003	     5.25423091444825e+001       -8.76142410046357e-001     
9.21271246783284e+003	     5.25423088878376e+001       -8.76253630655864e-001     
9.21388214313771e+003	     5.25423086311275e+001       -8.76364865379736e-001     
9.21505196694828e+003	     5.25423083743523e+001       -8.76476114219761e-001     
9.21622193928340e+003	     5.25423081175119e+001       -8.76587377177730e-001     
9.21739206016194e+003	     5.25423078606062e+001       -8.76698654255431e-001     
9.21856232960275e+003	     5.25423076036354e+001       -8.76809945454656e-001     
9.21973274762470e+003	     5.25423073465993e+001       -8.76921250777195e-001     
9.22090331424664e+003	     5.25423070894979e+001       -8.77032570224839e-001     
9.22207402948745e+003	     5.25423068323313e+001       -8.77143903799378e-001     
9.22324489336599e+003	     5.25423065750994e+001       -8.77255251502603e-001     
9.22441590590114e+003	     5.25423063178022e+001       -8.77366613336306e-001     
9.22558706711176e+003	     5.25423060604396e+001       -8.77477989302278e-001     
9.22675837701675e+003	     5.25423058030117e+001       -8.77589379402312e-001     
9.22792983563496e+003	     5.25423055455185e+001       -8.77700783638199e-001     
9.22910144298530e+003	     5.25423052879598e+001       -8.77812202011730e-001     
9.23027319908663e+003	     5.25423050303358e+001       -8.77923634524700e-001     
9.23144510395785e+003	     5.25423047726464e+001       -8.78035081178900e-001     
9.23261715761784e+003	     5.25423045148916e+001       -8.78146541976124e-001     
9.23378936008549e+003	     5.25423042570713e+001       -8.78258016918164e-001     
9.23496171137970e+003	     5.25423039991856e+001       -8.78369506006813e-001     
9.23613421151937e+003	     5.25423037412343e+001       -8.78481009243867e-001     
9.23730686052338e+003	     5.25423034832177e+001       -8.78592526631117e-001     
9.23847965841065e+003	     5.25423032251355e+001       -8.78704058170359e-001     
9.23965260520007e+003	     5.25423029669877e+001       -8.78815603863386e-001     
9.24082570091055e+003	     5.25423027087745e+001       -8.78927163711993e-001     
9.24199894556099e+003	     5.25423024504956e+001       -8.79038737717975e-001     
9.24317233917031e+003	     5.25423021921512e+001       -8.79150325883127e-001     
9.24434588175742e+003	     5.25423019337413e+001       -8.79261928209243e-001     
9.24551957334123e+003	     5.25423016752657e+001       -8.79373544698120e-001     
9.24669341394066e+003	     5.25423014167244e+001       -8.79485175351552e-001     
9.24786740357463e+003	     5.25423011581176e+001       -8.79596820171337e-001     
9.24904154226206e+003	     5.25423008994451e+001       -8.79708479159269e-001     
9.25021583002188e+003	     5.25423006407069e+001       -8.79820152317145e-001     
9.25139026687301e+003	     5.25423003819030e+001       -8.79931839646762e-001     
9.25256485283438e+003	     5.25423001230335e+001       -8.80043541149916e-001     
9.25373958792493e+003	     5.25422998640982e+001       -8.80155256828405e-001     
9.25491447216358e+003	     5.25422996050971e+001       -8.80266986684025e-001     
9.25608950556928e+003	     5.25422993460303e+001       -8.80378730718575e-001     
9.25726468816096e+003	     5.25422990868978e+001       -8.80490488933851e-001     
9.25844001995756e+003	     5.25422988276994e+001       -8.80602261331652e-001     
9.25961550097803e+003	     5.25422985684353e+001       -8.80714047913775e-001     
9.26079113124131e+003	     5.25422983091053e+001       -8.80825848682020e-001     
9.26196691076635e+003	     5.25422980497095e+001       -8.80937663638184e-001     
9.26314283957210e+003	     5.25422977902478e+001       -8.81049492784067e-001     
9.26431891767752e+003	     5.25422975307202e+001       -8.81161336121467e-001     
9.26549514510156e+003	     5.25422972711268e+001       -8.81273193652184e-001     
9.26667152186318e+003	     5.25422970114674e+001       -8.81385065378018e-001     
9.26784804798133e+003	     5.25422967517422e+001       -8.81496951300767e-001     
9.26902472347499e+003	     5.25422964919510e+001       -8.81608851422232e-001     
9.27020154836311e+003	     5.25422962320938e+001       -8.81720765744213e-001     
9.27137852266467e+003	     5.25422959721706e+001       -8.81832694268511e-001     
9.27255564639864e+003	     5.25422957121815e+001       -8.81944636996926e-001     
9.27373291958398e+003	     5.25422954521264e+001       -8.82056593931259e-001     
9.27491034223967e+003	     5.25422951920052e+001       -8.82168565073311e-001     
9.27608791438469e+003	     5.25422949318180e+001       -8.82280550424884e-001     
9.27726563603802e+003	     5.25422946715648e+001       -8.82392549987778e-001     
9.27844350721864e+003	     5.25422944112454e+001       -8.82504563763796e-001     
9.27962152794553e+003	     5.25422941508600e+001       -8.82616591754740e-001     
9.28079969823769e+003	     5.25422938904085e+001       -8.82728633962411e-001     
9.28197801811409e+003	     5.25422936298908e+001       -8.82840690388613e-001     
9.28315648759374e+003	     5.25422933693070e+001       -8.82952761035148e-001     
9.28433510669563e+003	     5.25422931086571e+001       -8.83064845903819e-001     
9.28551387543875e+003	     5.25422928479410e+001       -8.83176944996429e-001     
9.28669279384210e+003	     5.25422925871586e+001       -8.83289058314781e-001     
9.28787186192469e+003	     5.25422923263101e+001       -8.83401185860679e-001     
9.28905107970552e+003	     5.25422920653954e+001       -8.83513327635927e-001     
9.29023044720358e+003	     5.25422918044144e+001       -8.83625483642329e-001     
9.29140996443791e+003	     5.25422915433671e+001       -8.83737653881689e-001     
9.29258963142749e+003	     5.25422912822536e+001       -8.83849838355812e-001     
9.29376944819135e+003	     5.25422910210738e+001       -8.83962037066502e-001     
9.29494941474850e+003	     5.25422907598277e+001       -8.84074250015565e-001     
9.29612953111796e+003	     5.25422904985152e+001       -8.84186477204804e-001     
9.29730979731876e+003	     5.25422902371364e+001       -8.84298718636027e-001     
9.29849021336991e+003	     5.25422899756913e+001       -8.84410974311039e-001     
9.29967077929044e+003	     5.25422897141797e+001       -8.84523244231645e-001     
9.30085149509937e+003	     5.25422894526018e+001       -8.84635528399651e-001     
9.30203236081575e+003	     5.25422891909575e+001       -8.84747826816864e-001     
9.30321337645859e+003	     5.25422889292467e+001       -8.84860139485091e-001     
9.30439454204695e+003	     5.25422886674695e+001       -8.84972466406137e-001     
9.30557585759984e+003	     5.25422884056258e+001       -8.85084807581811e-001     
9.30675732313632e+003	     5.25422881437157e+001       -8.85197163013920e-001     
9.30793893867542e+003	     5.25422878817391e+001       -8.85309532704270e-001     
9.30912070423620e+003	     5.25422876196959e+001       -8.85421916654670e-001     
9.31030261983769e+003	     5.25422873575862e+001       -8.85534314866928e-001     
9.31148468549895e+003	     5.25422870954100e+001       -8.85646727342851e-001     
9.31266690123903e+003	     5.25422868331672e+001       -8.85759154084248e-001     
9.31384926707699e+003	     5.25422865708579e+001       -8.85871595092928e-001     
9.31503178303187e+003	     5.25422863084819e+001       -8.85984050370699e-001     
9.31621444912275e+003	     5.25422860460393e+001       -8.86096519919371e-001     
9.31739726536867e+003	     5.25422857835301e+001       -8.86209003740754e-001     
9.31858023178872e+003	     5.25422855209543e+001       -8.86321501836655e-001     
9.31976334840194e+003	     5.25422852583118e+001       -8.86434014208885e-001     
9.32094661522742e+003	     5.25422849956026e+001       -8.86546540859255e-001     
9.32213003228423e+003	     5.25422847328267e+001       -8.86659081789574e-001     
9.32331359959142e+003	     5.25422844699841e+001       -8.86771637001653e-001     
9.32449731716810e+003	     5.25422842070748e+001       -8.86884206497302e-001     
9.32568118503332e+003	     5.25422839440987e+001       -8.86996790278333e-001     
9.32686520320618e+003	     5.25422836810559e+001       -8.87109388346556e-001     
9.32804937170575e+003	     5.25422834179462e+001       -8.87222000703783e-001     
9.32923369055113e+003	     5.25422831547698e+001       -8.87334627351825e-001     
9.33041815976140e+003	     5.25422828915266e+001       -8.87447268292495e-001     
9.33160277935565e+003	     5.25422826282165e+001       -8.87559923527604e-001     
9.33278754935297e+003	     5.25422823648396e+001       -8.87672593058965e-001     
9.33397246977247e+003	     5.25422821013958e+001       -8.87785276888389e-001     
9.33515754063323e+003	     5.25422818378851e+001       -8.87897975017691e-001     
9.33634276195437e+003	     5.25422815743075e+001       -8.88010687448682e-001     
9.33752813375497e+003	     5.25422813106631e+001       -8.88123414183176e-001     
9.33871365605416e+003	     5.25422810469516e+001       -8.88236155222987e-001     
9.33989932887102e+003	     5.25422807831732e+001       -8.88348910569927e-001     
9.34108515222469e+003	     5.25422805193279e+001       -8.88461680225812e-001     
9.34227112613426e+003	     5.25422802554156e+001       -8.88574464192455e-001     
9.34345725061886e+003	     5.25422799914362e+001       -8.88687262471669e-001     
9.34464352569759e+003	     5.25422797273899e+001       -8.88800075065271e-001     
9.34582995138959e+003	     5.25422794632765e+001       -8.88912901975075e-001     
9.34701652771397e+003	     5.25422791990960e+001       -8.89025743202895e-001     
9.34820325468986e+003	     5.25422789348485e+001       -8.89138598750547e-001     
9.34939013233638e+003	     5.25422786705339e+001       -8.89251468619847e-001     
9.35057716067267e+003	     5.25422784061522e+001       -8.89364352812610e-001     
9.35176433971786e+003	     5.25422781417034e+001       -8.89477251330652e-001     
9.35295166949107e+003	     5.25422778771874e+001       -8.89590164175789e-001     
9.35413915001146e+003	     5.25422776126043e+001       -8.89703091349838e-001     
9.35532678129815e+003	     5.25422773479540e+001       -8.89816032854615e-001     
9.35651456337029e+003	     5.25422770832365e+001       -8.89928988691937e-001     
9.35770249624702e+003	     5.25422768184518e+001       -8.90041958863622e-001     
9.35889057994749e+003	     5.25422765535999e+001       -8.90154943371486e-001     
9.36007881449086e+003	     5.25422762886808e+001       -8.90267942217348e-001     
9.36126719989626e+003	     5.25422760236944e+001       -8.90380955403024e-001     
9.36245573618286e+003	     5.25422757586407e+001       -8.90493982930334e-001     
9.36364442336981e+003	     5.25422754935197e+001       -8.90607024801094e-001     
9.36483326147626e+003	     5.25422752283314e+001       -8.90720081017124e-001     
9.36602225052139e+003	     5.25422749630758e+001       -8.90833151580243e-001     
9.36721139052436e+003	     5.25422746977528e+001       -8.90946236492269e-001     
9.36840068150432e+003	     5.25422744323625e+001       -8.91059335755021e-001     
9.36959012348045e+003	     5.25422741669048e+001       -8.91172449370319e-001     
9.37077971647193e+003	     5.25422739013797e+001       -8.91285577339982e-001     
9.37196946049791e+003	     5.25422736357872e+001       -8.91398719665831e-001     
9.37315935557759e+003	     5.25422733701273e+001       -8.91511876349685e-001     
9.37434940173013e+003	     5.25422731043999e+001       -8.91625047393365e-001     
9.37553959897472e+003	     5.25422728386050e+001       -8.91738232798690e-001     
9.37672994733054e+003	     5.25422725727427e+001       -8.91851432567483e-001     
9.37792044681678e+003	     5.25422723068129e+001       -8.91964646701564e-001     
9.37911109745263e+003	     5.25422720408156e+001       -8.92077875202755e-001     
9.38030189925727e+003	     5.25422717747507e+001       -8.92191118072875e-001     
9.38149285224990e+003	     5.25422715086183e+001       -8.92304375313748e-001     
9.38268395644971e+003	     5.25422712424183e+001       -8.92417646927196e-001     
9.38387521187590e+003	     5.25422709761507e+001       -8.92530932915040e-001     
9.38506661854768e+003	     5.25422707098156e+001       -8.92644233279102e-001     
9.38625817648423e+003	     5.25422704434128e+001       -8.92757548021206e-001     
9.38744988570478e+003	     5.25422701769424e+001       -8.92870877143174e-001     
9.38864174622853e+003	     5.25422699104043e+001       -8.92984220646830e-001     
9.38983375807468e+003	     5.25422696437985e+001       -8.93097578533996e-001     
9.39102592126245e+003	     5.25422693771251e+001       -8.93210950806497e-001     
9.39221823581105e+003	     5.25422691103840e+001       -8.93324337466155e-001     
9.39341070173970e+003	     5.25422688435751e+001       -8.93437738514796e-001     
9.39460331906763e+003	     5.25422685766986e+001       -8.93551153954242e-001     
9.39579608781405e+003	     5.25422683097542e+001       -8.93664583786319e-001     
9.39698900799818e+003	     5.25422680427421e+001       -8.93778028012851e-001     
9.39818207963926e+003	     5.25422677756622e+001       -8.93891486635664e-001     
9.39937530275651e+003	     5.25422675085145e+001       -8.94004959656582e-001     
9.40056867736917e+003	     5.25422672412989e+001       -8.94118447077430e-001     
9.40176220349647e+003	     5.25422669740156e+001       -8.94231948900035e-001     
9.40295588115765e+003	     5.25422667066643e+001       -8.94345465126222e-001     
9.40414971037194e+003	     5.25422664392452e+001       -8.94458995757818e-001     
9.40534369115859e+003	     5.25422661717582e+001       -8.94572540796648e-001     
9.40653782353684e+003	     5.25422659042033e+001       -8.94686100244539e-001     
9.40773210752594e+003	     5.25422656365805e+001       -8.94799674103318e-001     
9.40892654314514e+003	     5.25422653688897e+001       -8.94913262374811e-001     
9.41012113041369e+003	     5.25422651011310e+001       -8.95026865060847e-001     
9.41131586935084e+003	     5.25422648333042e+001       -8.95140482163252e-001     
9.41251075997584e+003	     5.25422645654095e+001       -8.95254113683855e-001     
9.41370580230797e+003	     5.25422642974468e+001       -8.95367759624482e-001     
9.41490099636648e+003	     5.25422640294160e+001       -8.95481419986963e-001     
9.41609634217063e+003	     5.25422637613172e+001       -8.95595094773126e-001     
9.41729183973968e+003	     5.25422634931503e+001       -8.95708783984799e-001     
9.41848748909292e+003	     5.25422632249154e+001       -8.95822487623811e-001     
9.41968329024960e+003	     5.25422629566123e+001       -8.95936205691991e-001     
9.42087924322900e+003	     5.25422626882412e+001       -8.96049938191168e-001     
9.42207534805041e+003	     5.25422624198018e+001       -8.96163685123173e-001     
9.42327160473309e+003	     5.25422621512944e+001       -8.96277446489834e-001     
9.42446801329632e+003	     5.25422618827188e+001       -8.96391222292982e-001     
9.42566457375940e+003	     5.25422616140749e+001       -8.96505012534447e-001     
9.42686128614160e+003	     5.25422613453629e+001       -8.96618817216060e-001     
9.42805815046221e+003	     5.25422610765827e+001       -8.96732636339651e-001     
9.42925516674053e+003	     5.25422608077342e+001       -8.96846469907051e-001     
9.43045233499585e+003	     5.25422605388175e+001       -8.96960317920091e-001     
9.43164965524746e+003	     5.25422602698325e+001       -8.97074180380602e-001     
9.43284712751466e+003	     5.25422600007792e+001       -8.97188057290418e-001     
9.43404475181675e+003	     5.25422597316576e+001       -8.97301948651368e-001     
9.43524252817304e+003	     5.25422594624676e+001       -8.97415854465285e-001     
9.43644045660283e+003	     5.25422591932094e+001       -8.97529774734002e-001     
9.43763853712542e+003	     5.25422589238827e+001       -8.97643709459351e-001     
9.43883676976013e+003	     5.25422586544877e+001       -8.97757658643164e-001     
9.44003515452627e+003	     5.25422583850243e+001       -8.97871622287276e-001     
9.44123369144316e+003	     5.25422581154925e+001       -8.97985600393518e-001     
9.44243238053011e+003	     5.25422578458923e+001       -8.98099592963725e-001     
9.44363122180644e+003	     5.25422575762236e+001       -8.98213599999730e-001     
9.44483021529147e+003	     5.25422573064865e+001       -8.98327621503368e-001     
9.44602936100454e+003	     5.25422570366808e+001       -8.98441657476472e-001     
9.44722865896496e+003	     5.25422567668067e+001       -8.98555707920876e-001     
9.44842810919208e+003	     5.25422564968640e+001       -8.98669772838416e-001     
9.44962771170521e+003	     5.25422562268529e+001       -8.98783852230926e-001     
9.45082746652369e+003	     5.25422559567731e+001       -8.98897946100242e-001     
9.45202737366687e+003	     5.25422556866248e+001       -8.99012054448198e-001     
9.45322743315408e+003	     5.25422554164080e+001       -8.99126177276630e-001     
