Frequency (Hz);"Trace 1: Gain: Real ";"Trace 1: Gain: Imaginary ";Trace 1: Gain: Magnitude (dB);"Trace 2: Reflection: Real ";"Trace 2: Reflection: Imaginary ";Trace 2: Reflection: Magnitude (dB)
10586.786684;0.035866518263243524;0.09310924771578237;-20.01926491176087;-0.9613021232508404;-0.1469869492160551;-0.24243426023782016
10600.515474;0.035624615833065;0.09232182185510122;-20.09109433623578;-0.961474604159039;-0.14642551386190553;-0.24166783084356042
10614.262067;0.03538447320593239;0.09158651218946101;-20.159162012883506;-0.9615185139771028;-0.1458730584453763;-0.2420215883309063
10628.026487;0.03514775811464411;0.09083276819835245;-20.229188630372622;-0.961761013279919;-0.1453230297974755;-0.24061566796852843
10641.808756;0.03490460099974962;0.09009591557524092;-20.298575239562506;-0.9619572001861968;-0.144801709947428;-0.23957763581537672
10655.608897;0.03465466033570042;0.08936861263061871;-20.367934583808;-0.9621500538610824;-0.14428861777160434;-0.2385555403422212
10669.426935;0.03441879896856839;0.08864093429608035;-20.437417915279458;-0.9621592343696598;-0.14378422241210836;-0.23914119812415585
10683.262892;0.03420071340917846;0.08791471132629039;-20.50674153378801;-0.9624240813279703;-0.1434073289733336;-0.23729928294701108
10697.11679;0.03396680659577009;0.08722634468516284;-20.57387871187955;-0.9625954995246242;-0.14285516378050261;-0.23651078748679763
10710.988655;0.03372985181715326;0.08651272733437855;-20.64384179441285;-0.9627400564032842;-0.14230220213255354;-0.23595756867663162
10724.878508;0.03348061350440515;0.0858264653243862;-20.7123895976245;-0.962876964624717;-0.14188214773613284;-0.2352961253024231
10738.786373;0.03326352047416907;0.0851491984613635;-20.7795750776279;-0.9629629285688748;-0.14148664761108495;-0.2350509389439438
10752.712274;0.033049221890105666;0.08446697102185403;-20.84762712042434;-0.9630901943484418;-0.1409145060592315;-0.2346679358808165
10766.656234;0.032800652372313346;0.08380605167593692;-20.91550525367115;-0.9632625869222102;-0.14038482947917136;-0.23382871415489395
10780.618276;0.032584697887066534;0.08312279228331433;-20.984784117175597;-0.9633863607590611;-0.14001463344285034;-0.23321155927844645
10794.598424;0.0323685919051444;0.08247905768023565;-21.05101537056498;-0.963451012128964;-0.13941094401365212;-0.2334137159104273
10808.596701;0.03213914490576054;0.08182142915187086;-21.119513813827034;-0.9636900182443009;-0.13904909751990932;-0.23176497993389095
10822.613131;0.03192968285054723;0.081198804757383;-21.18458401187612;-0.9637703263214232;-0.13850021849246383;-0.2317537581554308
10836.647738;0.031718662343885956;0.08055633604103901;-21.25205370023613;-0.9638049811311661;-0.13810833385409685;-0.23194432657228764
10850.700544;0.031482349755781895;0.07992702002977546;-21.31975012261863;-0.9639083257247374;-0.13773279775459765;-0.23150624698319866
10864.771573;0.031280077004954804;0.07930011780429584;-21.38647714322735;-0.9641796488506822;-0.1370058951599643;-0.23002496892879049
10878.86085;0.031058532141551;0.07868813890278878;-21.453020174399377;-0.9642407395839337;-0.1366674471490594;-0.22990964672122383
10892.968397;0.030863713845654433;0.07808924318741182;-21.517801610607382;-0.9643450541207388;-0.13630851763861046;-0.22943711273706635
10907.094239;0.030649777131295384;0.07747875845427925;-21.584924409900644;-0.964506650564671;-0.13575476224459038;-0.22869984979281902
10921.238399;0.0304302068687354;0.07688914494455296;-21.650748349207817;-0.9647488720301615;-0.13540165194347525;-0.226999269966124
10935.400901;0.030225763835341122;0.07628504658765578;-21.717910544859627;-0.9648288687470304;-0.13494311767669945;-0.22686017360393776
10949.581769;0.030010037282078614;0.07570686690058276;-21.78346836365811;-0.9648724854814512;-0.13458394711803712;-0.22691800757482244
10963.781026;0.029815183618880838;0.0751350442802457;-21.848062438595367;-0.9649196032710028;-0.13416342456705846;-0.22701907560988105
10977.998697;0.02962757180701996;0.07456793166935975;-21.912375974084274;-0.9650228813063146;-0.13361537119266953;-0.22677855114513948
10992.234805;0.029412705268859855;0.07398246376605386;-21.98012671065689;-0.9651265754867745;-0.13319200536729853;-0.226379618444554
11006.489374;0.029215834586138627;0.07343240709457886;-22.044061274103367;-0.9652824453043621;-0.13282924558294396;-0.22544456457875336
11020.762428;0.029013020170332655;0.07286356105275085;-22.11064590774097;-0.9653969948459488;-0.13247626398046752;-0.22486132701223888
11035.053992;0.028811181633575204;0.07231958383244168;-22.17512584788064;-0.9654946750829492;-0.13202874394199077;-0.22454008626458755
11049.364088;0.02861848298190817;0.0717886070695046;-22.23834994119546;-0.9656032536653958;-0.131565997501183;-0.2241390259634626
11063.692742;0.028420627574574933;0.07125031452833275;-22.303022863398645;-0.9657880984926299;-0.13104832958174017;-0.2231282400242711
11078.039976;0.02823676974890299;0.07071817400931119;-22.36693678269376;-0.9657896776682701;-0.13078422032411474;-0.22343046301707242
11092.405816;0.028040477761107827;0.07018287745582742;-22.43219048577651;-0.9658759242352833;-0.1303538029369791;-0.22318265022691633
11106.790286;0.02784188460003117;0.0696719214907407;-22.495419659952283;-0.9660104971790923;-0.12994283691797026;-0.22248316639853563
11121.193409;0.027668218397247746;0.06914616072388732;-22.559636118592575;-0.9660992822927948;-0.1293890101268034;-0.22235555035141238
11135.61521;0.027468627797598132;0.06861774183987471;-22.62575158667925;-0.9662436739005477;-0.12907160883032007;-0.22145523762197303
11150.055712;0.027289303483489114;0.06812909597705334;-22.687110898666738;-0.9664655918991687;-0.12866283077814178;-0.21997683403296908
11164.514941;0.027113025819972224;0.06762854800371766;-22.750088161498354;-0.96638024262865;-0.12839599594491755;-0.22104400103744104
11178.992921;0.026913610245239;0.06712498272131476;-22.814895321810962;-0.9664248615920717;-0.12799943097799557;-0.22111454735981514
11193.489675;0.026752224092071116;0.06663884660360728;-22.87651937249066;-0.9666067954006697;-0.1275373286507357;-0.22004717822451658
11208.005229;0.02656098316970665;0.06614753280196879;-22.940523502329867;-0.9667461952886128;-0.12702563764591146;-0.21941103127753014
11222.539606;0.026395268606041633;0.06565540478353575;-23.003927122635247;-0.9668936458331022;-0.12677717953585027;-0.21839679548348778
11237.092831;0.026214604409314033;0.06518914779477378;-23.06551785730321;-0.9667989358906017;-0.12637772026222774;-0.21969520675961335
11251.664928;0.026020712064495237;0.06470107269375147;-23.13068380111963;-0.9669773303121821;-0.12599335671208486;-0.2185625430390859
11266.255922;0.02586408596189639;0.06422871484373427;-23.192767184410265;-0.9670726341989814;-0.1255967141998317;-0.21817649789182492
11280.865838;0.02566905644089712;0.06375599017414282;-23.25715233417843;-0.9673322482963225;-0.1253167097051374;-0.2162043990517455
11295.4947;0.02549866403982977;0.06331301630783427;-23.317334000377503;-0.9672978439042775;-0.12490550878767738;-0.21697794930560396
11310.142532;0.025329305402952595;0.06286131950757068;-23.378922834552874;-0.9673652517970877;-0.12447369879244626;-0.21687419133257418
11324.809359;0.0251736847013309;0.06240010634490067;-23.441427234382903;-0.9673669706370862;-0.12409327295091388;-0.21729073243505792
11339.495206;0.024986645881328737;0.06194998434576847;-23.504574859197266;-0.967515550014058;-0.1237246514494711;-0.21639532962619268
11354.200097;0.024829372731027245;0.06150724849532439;-23.565829205693976;-0.9675620104181927;-0.12343045679941639;-0.2163168483787287
11368.924058;0.024654128399049135;0.061078384349363246;-23.626709009035622;-0.9677975764112358;-0.12305596629433409;-0.21465743494517794
11383.667112;0.0244997199180749;0.06065168062985601;-23.686716550808782;-0.9677895187622021;-0.12278552755836188;-0.2150319879133702
11398.429285;0.02433426824460973;0.06021694912348442;-23.748689642776814;-0.9677373511855321;-0.1222944612478761;-0.2160420850368262
11413.210601;0.024165964048070004;0.05978278431126584;-23.811181138459695;-0.9678385968408943;-0.12201728513425855;-0.2154567278661237
11428.011085;0.024013986074644278;0.05936643718315766;-23.87105423846323;-0.9680507625396964;-0.12164571434816833;-0.21399567338277758
11442.830763;0.023862348670702707;0.05895145814892874;-23.931151772589594;-0.968056831735187;-0.1213494041273289;-0.21427056671243933
11457.669658;0.023689303566599918;0.05852326547300896;-23.994457411240518;-0.9680690273373578;-0.12093412290168955;-0.21462191662365654
11472.527796;0.023534508806100782;0.05811728708350506;-24.054425857495826;-0.9682316312992391;-0.12057480948344597;-0.21358135479834645
11487.405202;0.0233875475631791;0.05771369074783702;-24.114092761155486;-0.9683604021204038;-0.12012628455703238;-0.21293628149782157
11502.301901;0.023223549948115766;0.05731706595838804;-24.17416327324439;-0.9684276888923823;-0.1199316862844232;-0.21255495853926967
11517.217918;0.023067548400482342;0.056893903598129646;-24.237706297427653;-0.9684384811042549;-0.1195511052504171;-0.21287531794070624
11532.153278;0.0229171337654828;0.056511008490945355;-24.29610129115987;-0.9685190682158217;-0.11927263611250662;-0.21246671169564887
11547.108005;0.02276095570193597;0.056123282222519;-24.35584418155145;-0.9686168439215962;-0.11887922231207232;-0.21203021768757163
11562.082126;0.022608397205567975;0.05573138218957679;-24.416362924023275;-0.9687265930864988;-0.11859807343633234;-0.21136513377792487
11577.075664;0.022461542098015878;0.055350722783369354;-24.47547964750691;-0.9686934022461039;-0.1181464629854315;-0.21214589214920715
11592.088647;0.022304022138703253;0.05497233606872936;-24.535280216752685;-0.9687196973913683;-0.11798782519269489;-0.2120843973632333
11607.121097;0.022157996252333244;0.05460177124271852;-24.593789798565545;-0.9689132155147461;-0.11746274851776994;-0.2109383760187593
11622.173042;0.022017033459150067;0.05420706543618579;-24.65573346108771;-0.9689962104429846;-0.11717773868959132;-0.21051001681830636
11637.244506;0.021858562905177327;0.05382097254678144;-24.717913579713155;-0.96894577092632;-0.116808469489648;-0.21134958411871607
11652.335514;0.02172408521231563;0.053457987216806974;-24.775959013858863;-0.9690061029046316;-0.11656539478087871;-0.21107514066199332
11667.446092;0.021582018500622115;0.053092608739893965;-24.835163709957584;-0.9691369376852315;-0.1161656473978091;-0.21034324980999553
11682.576265;0.02142661130483617;0.0527357229043856;-24.894340607543374;-0.9692570159739852;-0.11603330318355135;-0.20942240601471765
11697.726059;0.021296507449158276;0.05237084707706045;-24.953596865546842;-0.9693674953042278;-0.11552241034125317;-0.2089854651350725
11712.895499;0.02115235902186589;0.0520043400890304;-25.014311963393038;-0.9693054965238619;-0.1153092837285444;-0.2097574587016432
11728.08461;0.021010107399992588;0.051667527117448285;-25.071058561095736;-0.9694715669561395;-0.11498402950529713;-0.20863149809297668
11743.293419;0.020887470646894876;0.051309352373030435;-25.130121582662674;-0.9695181511366866;-0.11475487806056237;-0.20845980053657676
11758.52195;0.02073782030970979;0.05096805092504764;-25.188729005142477;-0.969668055285651;-0.11432446902534242;-0.20758461351745794
11773.770229;0.020597249719739762;0.0506361523939834;-25.245806556104423;-0.9695648196192835;-0.11407220289287634;-0.2087592655996529
11789.038282;0.0204802155994174;0.05027301908311753;-25.306470281181376;-0.9696580551901215;-0.11369046997308592;-0.20833158495510098
11804.326134;0.020330585249101984;0.049938957302041884;-25.365202868621104;-0.9696892353496772;-0.11345735885889398;-0.208297328258023
11819.633811;0.020202299054913404;0.04961844584477896;-25.420994826983083;-0.9697851547787696;-0.11321032792810115;-0.20770486803268673
11834.961339;0.02005081054086394;0.04928187749421323;-25.48100255607134;-0.969812521846004;-0.11289629877322416;-0.20778652042774462
11850.308744;0.01994046565172589;0.0489531344447739;-25.53768695357693;-0.9697775832110681;-0.11253760930067548;-0.2084636872977666
11865.676051;0.019793311473525154;0.04862754919388403;-25.596555971075436;-0.9699078019672337;-0.11221984386716484;-0.20763829662331823
11881.063286;0.01966551134292876;0.04829821792738973;-25.655188911875022;-0.9700465716308073;-0.11185103568610624;-0.20678844722557113
11896.470474;0.019546264980722552;0.047966998291858354;-25.713972304344903;-0.9700030803510578;-0.11164137163956382;-0.20738622253091737
11911.897643;0.01940899360487416;0.04765892836309636;-25.770684911251852;-0.9700837957706553;-0.11129546266264817;-0.20702418163587072
11927.344818;0.019286665531565765;0.04735413744944893;-25.82629659386551;-0.9703153525997001;-0.11096439924564783;-0.2053130725545069
11942.812024;0.01916499122984071;0.047021612296013766;-25.88661681455342;-0.9701212497111072;-0.11079216608660741;-0.20720231981575715
11958.299287;0.019030371222862132;0.046725528504358335;-25.942388343578035;-0.9702645877985521;-0.110457370024002;-0.2062729017622798
11973.806635;0.01891447820970473;0.04641729713794716;-25.999245327176457;-0.970340239862546;-0.11015630774745185;-0.20590679498001893
11989.334092;0.01879204632198122;0.046102999319700105;-26.05788727202953;-0.9703290138266022;-0.10979537147197294;-0.20636754924521505
12004.881685;0.01866015634934634;0.045804867076526416;-26.114925423760276;-0.970486882109217;-0.10959180939390734;-0.2051756975590602
12020.44944;0.01854855067579352;0.04549982047368243;-26.172119324359308;-0.9705006208842339;-0.10929395040058874;-0.20535113127381724
12036.037382;0.01841226868114836;0.04521012512347722;-26.22881962428206;-0.9705146767346425;-0.10902494553006709;-0.20549431547809877
12051.645539;0.01830411496541492;0.04491713603561994;-26.284538023864794;-0.970675704438011;-0.10872670154109249;-0.20436685269941518
12067.273937;0.018205530371980742;0.04462848947013436;-26.33923980211552;-0.9706718261272739;-0.10843729757335825;-0.204687235684788
12082.922601;0.01807831436754259;0.04433919962898798;-26.39635707079396;-0.9707169952331312;-0.10819270545036393;-0.20452924381395257
12098.591558;0.01795627025640143;0.04404476876937112;-26.454365016378695;-0.9707303953372478;-0.1078090117524475;-0.2047881123021547
12114.280834;0.017820398840395362;0.04375741061919787;-26.512517988984243;-0.9708314282891215;-0.10751385828566044;-0.20418443607442932
12129.990456;0.017702323264292056;0.04346942096353864;-26.56992834886467;-0.9707538838348047;-0.10733624421386603;-0.20504357354545083
12145.72045;0.017605814416830755;0.04319653853970927;-26.623599414981058;-0.970894634269585;-0.10699639821117089;-0.20413104954597108
12161.470843;0.017480014604189194;0.04290695534246602;-26.682574275568992;-0.9709448975290873;-0.1067640562189386;-0.2039128452550565
12177.24166;0.017369738708798464;0.04264271790585577;-26.736417666783595;-0.9710906531396704;-0.10658488965498016;-0.20279855596011861
12193.032929;0.017262855637781255;0.04237078072997534;-26.7917075800414;-0.9710088997987755;-0.10627242354157357;-0.20382384293423395
12208.844675;0.017147578660867694;0.04210191410141274;-26.847413421305326;-0.971040165372789;-0.10597182911971255;-0.20383786269562013
12224.676926;0.01705747453630057;0.04181816242178126;-26.904302663243847;-0.9711882192346051;-0.10559514304090398;-0.20289186106249102
12240.529708;0.016939064940419635;0.041554497920069475;-26.960034574663858;-0.9712682662518195;-0.10552386616155511;-0.20225281495912506
12256.403048;0.016826368668945966;0.041295836954276036;-27.01480338219131;-0.9712565178118109;-0.10519908088706342;-0.20266807221121674
12272.296972;0.016704803241635226;0.04103243051028003;-27.07143686685653;-0.9713724715374906;-0.10495135472022149;-0.20188003298472204
12288.211507;0.0166012562099409;0.040780191465664924;-27.125060288846722;-0.9712803512827588;-0.10461616985681682;-0.2030139459526585
12304.14668;0.016494130346240712;0.040517272531717385;-27.181248474677155;-0.971294420024341;-0.10445744856036508;-0.20304059017545112
12320.102517;0.01639294565750609;0.04026425773104426;-27.23552185858007;-0.9714765524706378;-0.10410573394947818;-0.20176433605863395
12336.079045;0.01627985815944719;0.0399921123103744;-27.294602468121422;-0.9713945245235852;-0.10394448144998601;-0.20264210084815537
12352.076292;0.016178534621734814;0.039744712309976594;-27.34854894438195;-0.9714974428510837;-0.10359682498217775;-0.20206057225191698
12368.094284;0.016069289582506786;0.03950647900254312;-27.401711327570702;-0.971504595157551;-0.1033197755783576;-0.20225816992480858
12384.133047;0.015970513790469373;0.03923934506745829;-27.459879288072166;-0.9716076925131267;-0.10307651074610115;-0.20157517607688447
12400.19261;0.015868367752261563;0.03898949781111853;-27.51539705182307;-0.9716568096688212;-0.10283078079198432;-0.20137114589276847
12416.272998;0.015772407643474224;0.03877192009811965;-27.564583052777493;-0.9717493467293443;-0.10259523163336055;-0.2007732172292584
12432.374239;0.015672845033513332;0.03851253542564386;-27.62241817479795;-0.9716387971639491;-0.10235468962757951;-0.20197480506348894
12448.49636;0.015570364739663117;0.038263254722356276;-27.678904193128954;-0.9718057060346657;-0.10210687783265199;-0.20072968732555202
12464.639388;0.015464726979120333;0.0380363488902645;-27.731626206391024;-0.9719493932762251;-0.10186497817875899;-0.19968390247694204
12480.803349;0.015365818147032563;0.037795699267006946;-27.786840437087665;-0.9718737310094192;-0.10158347636517154;-0.2006132187657547
12496.988272;0.015268773772114453;0.037572427052989216;-27.83880901827365;-0.9718978617070789;-0.10133975477414066;-0.20062482689676353
12513.194184;0.015174755571006553;0.03731066823022687;-27.898529920076783;-0.9720300403245443;-0.10108711729876675;-0.1996888694500727
12529.421111;0.015073813385638754;0.03709760115907144;-27.949440737731916;-0.9720195334185777;-0.10084418041613412;-0.2000048384462505
12545.669081;0.014977714096807192;0.03687218512706713;-28.00274995304192;-0.9719818145705768;-0.10062688348075961;-0.2005374188001642
12561.938121;0.014893588535870512;0.0366465838863349;-28.05543635440403;-0.9720141789027593;-0.10050458628240747;-0.20036314353045082
12578.228258;0.014796024798619403;0.03641424254905248;-28.11094170343425;-0.972169164867248;-0.10015586762522553;-0.19931110400329938
12594.53952;0.014699246599269513;0.03618529849348505;-28.166038227235838;-0.9720660583660315;-0.09986689977276576;-0.20048556088296693
12610.871935;0.014606609374684795;0.03596331136954633;-28.219695216437053;-0.9721394712679763;-0.099725497463216;-0.19996479964208475
12627.225529;0.014516410084502697;0.03575092736862383;-28.271476051569742;-0.9721786210150049;-0.09943006273969222;-0.19988620856977635
12643.60033;0.014411142178060506;0.03552651686495742;-28.327374963432295;-0.9722008689520453;-0.0991830332277878;-0.19991260628122617
12659.996366;0.014332294417945082;0.03528950615565893;-28.384032573061585;-0.9723029584513851;-0.09887625679575507;-0.1992862132843752
12676.413663;0.014250243893723;0.03508360422557331;-28.434724317361372;-0.9723009150635736;-0.09868471931859056;-0.19947634003565448
12692.852251;0.014128601371644471;0.03488636829223698;-28.48729442187624;-0.9723012793273593;-0.09853209810066138;-0.19960998567827823
12709.312156;0.014068783468710306;0.03466254535561618;-28.540510798465597;-0.9725318581252747;-0.09828051147513518;-0.19779638166115543
12725.793406;0.01397753842603867;0.034453600933242255;-28.593593012907775;-0.9724558199876134;-0.09798203342157547;-0.1987349691994969
12742.296028;0.013880872831684104;0.03425188341381923;-28.64590586674694;-0.9725268944598572;-0.09780331496165481;-0.1982655977414578
12758.820051;0.01377880033710583;0.03404683217416307;-28.699744905636724;-0.9724656013298346;-0.09753129937320425;-0.1990491322976664
12775.365502;0.01370566776299975;0.033835520818945926;-28.752715786592628;-0.9726159595630081;-0.09743655256430353;-0.1978035970455943
12791.932409;0.013630296569255858;0.03362383713331816;-28.806294773451192;-0.9725563827716321;-0.09712716909763487;-0.1986040198811468
12808.5208;0.013525117326421298;0.03343082869420671;-28.858732451537257;-0.9726040491860011;-0.09686850226664918;-0.1984106370080344
12825.130702;0.013441621931181291;0.03320891236116997;-28.916010612759152;-0.972654680574857;-0.09661646171530985;-0.19818459472390426
12841.762144;0.013362461365623244;0.033022352663557485;-28.965277177376365;-0.9727214729256932;-0.09637973666798032;-0.19780163820021332
12858.415153;0.013271378239181732;0.032809031825097645;-29.02200750761475;-0.9728193567433217;-0.09616305896244451;-0.1971257233718665
12875.089757;0.013187880932841274;0.03263074696505271;-29.070388231462626;-0.9728772251676294;-0.09597117565005045;-0.19678158692546285
12891.785985;0.013113132619548076;0.03242963552914612;-29.123479290776825;-0.9728654233164439;-0.09560630696145314;-0.1972036048628129
12908.503864;0.013024212150209661;0.03222859043664455;-29.17820859787276;-0.9729206245714856;-0.09564906841406476;-0.19667832364899954
12925.243423;0.012950807298129788;0.03202592559798291;-29.23220036583658;-0.9729302059287281;-0.09537899364552388;-0.196828046559651
12942.00469;0.0128598079114723;0.03183055573208855;-29.286486942661437;-0.972859739087845;-0.0951634484886719;-0.197637844608686
12958.787692;0.012776367180624845;0.031652106144188015;-29.336400102513668;-0.9729091720872205;-0.0947390142583337;-0.19756701319017955
12975.592458;0.012688731081276656;0.03146015668507302;-29.390207694276974;-0.9729898101830118;-0.09458762338154396;-0.1969841407530707
12992.419016;0.01263070551568224;0.03126752288338523;-29.4416593337614;-0.9730087352028004;-0.09432081288591916;-0.19704583090095062
13009.267395;0.012542831097202141;0.031103409765902847;-29.489460403846874;-0.973058539372168;-0.09423658534456196;-0.19667755542755927
13026.137622;0.01247556700586667;0.030891555585045152;-29.547052009604467;-0.972979323689866;-0.094109547032793;-0.19748686964525636
13043.029727;0.012378817525562401;0.030728083826119527;-29.596151546852866;-0.9730693532987277;-0.09378859030534858;-0.19696470510428288
13059.943737;0.012305879221758962;0.030541123374820192;-29.64892647795242;-0.9730607916587968;-0.0935869815569435;-0.197212105425918
13076.879681;0.012238962240702896;0.030356201625753348;-29.700924731274654;-0.973117247625141;-0.09332055613195035;-0.19693908441362598
13093.837587;0.012163739199280885;0.030177773358040567;-29.752457290604198;-0.9733032702517413;-0.09317694951534564;-0.19541562673891746
13110.817484;0.012079751749283319;0.030000098688086722;-29.804989066470817;-0.9732557433735237;-0.09284169757895834;-0.19611926255961185
13127.8194;0.012004635749297192;0.02982476274240296;-29.856358387180517;-0.9731608618397467;-0.09272002349927035;-0.197061049419775
13144.843364;0.0119347408068997;0.029653394348613478;-29.906503233859333;-0.9733493753435184;-0.09237241962701918;-0.19568606678788944
13161.889404;0.011849434558899075;0.029474813360986445;-29.96034066642059;-0.9733222329198812;-0.09234560998422521;-0.1959486190763905
13178.957549;0.011783636868713641;0.029302592052160063;-30.01088837686289;-0.9734127431258502;-0.09204671265970847;-0.19539851855554935
13196.047829;0.011715323932450861;0.02914457472109959;-30.05834656694332;-0.9734001649120873;-0.09181006403212459;-0.1957074261688917
13213.16027;0.01162634045050545;0.028957870868675854;-30.115614148778135;-0.9734045930830544;-0.09173254783874225;-0.19573289838712774
13230.294903;0.01158325708072009;0.028791536721937728;-30.16317600328025;-0.9733100238257145;-0.09140668221607683;-0.19684056160150382
13247.451756;0.011492480238202282;0.028629632662602607;-30.214848862886903;-0.9734464694759026;-0.09127304039607985;-0.19574455309552816
13264.630857;0.011419611014350491;0.028458475592403363;-30.26737097767626;-0.9734585055863748;-0.09107526528321191;-0.19580193728695514
