! CMT, S5085, 19027456, 23.4.5/2
! Date: 4/27/2026 2:41:15 PM
! Stimulus(Hz),    S11(dB),           S21(dB),           S12(dB),           S22(dB),           S11(°),            S21(°),            S12(°),            S22(SWR)
9.05859435717E+03,-3.55552399230E-01,-1.30169873681E+01,-1.30222544541E+01,-4.57696078436E-01,-1.61956705541E+02,+1.17247321228E+02,+1.17194899966E+02,+3.79636172652E+01
9.06349440559E+03,-3.32608459846E-01,-1.30647248176E+01,-1.30564610309E+01,-4.45192049243E-01,-1.62060185161E+02,+1.17229656647E+02,+1.17239924598E+02,+3.90294080155E+01
9.06839710459E+03,-3.35354673385E-01,-1.31090783527E+01,-1.30972129235E+01,-4.65909527181E-01,-1.62062426416E+02,+1.17202092456E+02,+1.17208974361E+02,+3.72946747805E+01
9.07330245560E+03,-3.48805572371E-01,-1.31007933858E+01,-1.31165735610E+01,-4.42324586594E-01,-1.62074092301E+02,+1.17049903335E+02,+1.17049323212E+02,+3.92823140146E+01
9.07821046005E+03,-3.32988943411E-01,-1.31311933306E+01,-1.31497196332E+01,-4.45706844708E-01,-1.62079332068E+02,+1.17027547982E+02,+1.16936770480E+02,+3.89843484366E+01
9.08312111938E+03,-3.39772029383E-01,-1.31872087308E+01,-1.31748002124E+01,-4.43109018977E-01,-1.62207415440E+02,+1.16843012613E+02,+1.16957828164E+02,+3.92128029200E+01
9.08803443502E+03,-3.40171062320E-01,-1.32105933007E+01,-1.32141333156E+01,-4.23717213918E-01,-1.62228965893E+02,+1.16885767992E+02,+1.16772425624E+02,+4.10066514845E+01
9.09295040841E+03,-3.35455462362E-01,-1.32535716862E+01,-1.32511242777E+01,-4.34517492580E-01,-1.62343947795E+02,+1.16715550498E+02,+1.16660194673E+02,+3.99878077643E+01
9.09786904099E+03,-3.14825982427E-01,-1.32476029063E+01,-1.32634908288E+01,-4.35897724451E-01,-1.62378498313E+02,+1.16805474344E+02,+1.16640348327E+02,+3.98612427621E+01
9.10279033420E+03,-3.15204445883E-01,-1.33025238695E+01,-1.32874840432E+01,-4.36548435038E-01,-1.62304284634E+02,+1.16618585683E+02,+1.16733511912E+02,+3.98018513220E+01
9.10771428947E+03,-3.27569997531E-01,-1.33142180766E+01,-1.33341385396E+01,-4.23724352916E-01,-1.62358386766E+02,+1.16718851999E+02,+1.16570186275E+02,+4.10059608697E+01
9.11264090825E+03,-3.02841026214E-01,-1.33353743652E+01,-1.33465969615E+01,-4.15329337405E-01,-1.62543437937E+02,+1.16594885270E+02,+1.16443157061E+02,+4.18344853630E+01
9.11757019197E+03,-3.25753184723E-01,-1.33630641746E+01,-1.33783559129E+01,-4.21265925942E-01,-1.62438593093E+02,+1.16535877857E+02,+1.16576415089E+02,+4.12451691623E+01
9.12250214208E+03,-3.06339158304E-01,-1.33841800136E+01,-1.34017869981E+01,-4.11232331675E-01,-1.62457974840E+02,+1.16500642164E+02,+1.16326547132E+02,+4.22511139655E+01
9.12743676003E+03,-3.16255357575E-01,-1.34408752611E+01,-1.34357297781E+01,-4.29748425020E-01,-1.62516791532E+02,+1.16361680116E+02,+1.16401361494E+02,+4.04313823381E+01
9.13237404724E+03,-2.98292101643E-01,-1.34472888001E+01,-1.34556204932E+01,-4.24241167490E-01,-1.62502538810E+02,+1.16303122483E+02,+1.16360103797E+02,+4.09560268429E+01
9.13731400518E+03,-3.08548701847E-01,-1.35021213704E+01,-1.34884668731E+01,-4.29678690872E-01,-1.62666620395E+02,+1.16243083923E+02,+1.16282697255E+02,+4.04379414209E+01
9.14225663528E+03,-3.01686595351E-01,-1.35155795020E+01,-1.35155117853E+01,-4.17265232747E-01,-1.62550566835E+02,+1.16184560319E+02,+1.16273694215E+02,+4.16404690552E+01
9.14720193898E+03,-2.88825378766E-01,-1.35419840240E+01,-1.35421806923E+01,-4.11565766025E-01,-1.62672270069E+02,+1.16201059922E+02,+1.16167661262E+02,+4.22168965694E+01
9.15214991774E+03,-2.97486847726E-01,-1.35736866746E+01,-1.35683054502E+01,-4.06194178275E-01,-1.62737491040E+02,+1.16014265148E+02,+1.16052313475E+02,+4.27749732119E+01
9.15710057300E+03,-3.04887219379E-01,-1.36068439458E+01,-1.36121351405E+01,-4.24745076485E-01,-1.62750261288E+02,+1.16204059480E+02,+1.16108783210E+02,+4.09074567637E+01
9.16205390621E+03,-2.89426672775E-01,-1.36416753927E+01,-1.36298226608E+01,-4.05651944277E-01,-1.62726624839E+02,+1.16058486364E+02,+1.15851723610E+02,+4.28321295964E+01
9.16700991881E+03,-3.02492781736E-01,-1.36563016338E+01,-1.36414858820E+01,-3.83116599379E-01,-1.62806802867E+02,+1.15886680280E+02,+1.15792602935E+02,+4.53506729446E+01
9.17196861226E+03,-2.87112144125E-01,-1.36771992257E+01,-1.36773007672E+01,-3.96698613504E-01,-1.62799477890E+02,+1.15874180676E+02,+1.15759049923E+02,+4.37984863676E+01
9.17692998801E+03,-3.00619931620E-01,-1.37129927547E+01,-1.37090313708E+01,-4.03689981648E-01,-1.62812908751E+02,+1.15971234250E+02,+1.15923579266E+02,+4.30402213863E+01
9.18189404751E+03,-2.91537285824E-01,-1.37356720812E+01,-1.37340835437E+01,-3.85009792068E-01,-1.62836897998E+02,+1.15904153493E+02,+1.15795654524E+02,+4.51277444313E+01
9.18686079220E+03,-3.02059806514E-01,-1.37859241152E+01,-1.37618574621E+01,-3.85145387757E-01,-1.62926241590E+02,+1.15823922407E+02,+1.15693467377E+02,+4.51118617955E+01
9.19183022355E+03,-2.72734402931E-01,-1.37860579491E+01,-1.38001233641E+01,-4.00008661968E-01,-1.62894571088E+02,+1.15678052356E+02,+1.15655851383E+02,+4.34361829280E+01
9.19680234300E+03,-2.89967419421E-01,-1.38108519201E+01,-1.38072223424E+01,-4.11128050375E-01,-1.62945422079E+02,+1.15802652348E+02,+1.15634345746E+02,+4.22618268217E+01
9.20177715201E+03,-2.81519527747E-01,-1.38697986220E+01,-1.38523409212E+01,-3.83807775551E-01,-1.63133556592E+02,+1.15571618466E+02,+1.15449044835E+02,+4.52690301642E+01
9.20675465204E+03,-2.86683075033E-01,-1.38828293464E+01,-1.38743573921E+01,-3.78871689799E-01,-1.63024535998E+02,+1.15577390941E+02,+1.15485887639E+02,+4.58586218084E+01
9.21173484453E+03,-2.87543348617E-01,-1.39187506971E+01,-1.39328896845E+01,-3.86560700223E-01,-1.63113382309E+02,+1.15461835687E+02,+1.15471611138E+02,+4.49467482072E+01
9.21671773095E+03,-2.92090031546E-01,-1.39523094447E+01,-1.39430718285E+01,-3.88868713871E-01,-1.63129034653E+02,+1.15538767177E+02,+1.15390198086E+02,+4.46800685652E+01
9.22170331276E+03,-2.87769456229E-01,-1.39538397761E+01,-1.39626514970E+01,-3.80693795438E-01,-1.63239444940E+02,+1.15400696532E+02,+1.15269721912E+02,+4.56391995341E+01
9.22669159141E+03,-2.68731028770E-01,-1.39819491343E+01,-1.39812619298E+01,-3.80742378586E-01,-1.63230714269E+02,+1.15327642694E+02,+1.15180417885E+02,+4.56333777860E+01
9.23168256835E+03,-2.91640529178E-01,-1.40141078575E+01,-1.40128782407E+01,-3.66881377546E-01,-1.63294424447E+02,+1.15327595008E+02,+1.15212044876E+02,+4.73568925352E+01
9.23667624506E+03,-2.77802347397E-01,-1.40245080792E+01,-1.40405721861E+01,-3.68667449614E-01,-1.63251498320E+02,+1.15337399738E+02,+1.15208854128E+02,+4.71275323999E+01
9.24167262298E+03,-2.72583602727E-01,-1.40772974149E+01,-1.40837126653E+01,-3.72389556370E-01,-1.63324763304E+02,+1.15232909828E+02,+1.15190608380E+02,+4.66566255761E+01
9.24667170359E+03,-2.76237691568E-01,-1.41051700615E+01,-1.41069504970E+01,-3.75360054119E-01,-1.63227766375E+02,+1.15279178565E+02,+1.15183263024E+02,+4.62875112238E+01
9.25167348834E+03,-2.68594956045E-01,-1.41224358596E+01,-1.41237449013E+01,-3.62206600704E-01,-1.63427614838E+02,+1.15081408534E+02,+1.14975799919E+02,+4.79679181441E+01
9.25667797870E+03,-2.80051438846E-01,-1.41383987623E+01,-1.41359273054E+01,-3.66911733890E-01,-1.63437668321E+02,+1.15056620257E+02,+1.14938968983E+02,+4.73529756402E+01
9.26168517613E+03,-2.63496553872E-01,-1.41847005099E+01,-1.41932925356E+01,-3.66622875504E-01,-1.63450132519E+02,+1.15004454089E+02,+1.15021318587E+02,+4.73902734727E+01
9.26669508209E+03,-2.67728127697E-01,-1.41984815174E+01,-1.42086106685E+01,-3.45903200338E-01,-1.63546593847E+02,+1.14933386115E+02,+1.14819075242E+02,+5.02281420031E+01
9.27170769805E+03,-2.59525027337E-01,-1.42301525229E+01,-1.42233257549E+01,-3.60451763644E-01,-1.63494567565E+02,+1.15002487149E+02,+1.14872908043E+02,+4.82013794748E+01
9.27672302547E+03,-2.38041784553E-01,-1.42495343736E+01,-1.42433010488E+01,-3.63388797591E-01,-1.63499264304E+02,+1.14846356749E+02,+1.14785105428E+02,+4.78119115053E+01
9.28174106583E+03,-2.58246655397E-01,-1.42680827139E+01,-1.42815405503E+01,-3.56473644814E-01,-1.63433464842E+02,+1.14901159365E+02,+1.14787540130E+02,+4.87391361817E+01
9.28676182058E+03,-2.62742419613E-01,-1.42918560517E+01,-1.42944254298E+01,-3.46590535632E-01,-1.63554963163E+02,+1.14783274235E+02,+1.14706000873E+02,+5.01285592433E+01
9.29178529121E+03,-2.62863014260E-01,-1.43564710670E+01,-1.43511590831E+01,-3.56030224179E-01,-1.63697111148E+02,+1.14673892907E+02,+1.14571683918E+02,+4.87998216946E+01
9.29681147917E+03,-2.67070767375E-01,-1.43396641138E+01,-1.43655882795E+01,-3.59853677581E-01,-1.63490716022E+02,+1.14801686444E+02,+1.14747675094E+02,+4.82814684364E+01
9.30184038593E+03,-2.55019653762E-01,-1.43922250192E+01,-1.44005142240E+01,-3.55409531679E-01,-1.63824089526E+02,+1.14542484327E+02,+1.14468289214E+02,+4.88850225907E+01
9.30687201297E+03,-2.60096634325E-01,-1.44001862811E+01,-1.43993160779E+01,-3.46846884062E-01,-1.63700306555E+02,+1.14709802416E+02,+1.14604384221E+02,+5.00915199405E+01
9.31190636176E+03,-2.40263955329E-01,-1.44294780297E+01,-1.44347720260E+01,-3.38824403265E-01,-1.63721096345E+02,+1.14519964344E+02,+1.14367484181E+02,+5.12772453731E+01
9.31694343378E+03,-2.53725785400E-01,-1.44778961707E+01,-1.44736513621E+01,-3.40309959591E-01,-1.63834543332E+02,+1.14427996042E+02,+1.14348689082E+02,+5.10534615070E+01
9.32198323048E+03,-2.58511858087E-01,-1.44967161522E+01,-1.44750565499E+01,-3.37976623803E-01,-1.63935406335E+02,+1.14397597759E+02,+1.14341832919E+02,+5.14058364744E+01
9.32702575336E+03,-2.50695752380E-01,-1.45145671419E+01,-1.45116257448E+01,-3.66947696793E-01,-1.63878589475E+02,+1.14515221687E+02,+1.14437253218E+02,+4.73483361668E+01
9.33207100387E+03,-2.47111001631E-01,-1.45278735041E+01,-1.45417808718E+01,-3.45252629094E-01,-1.63938002569E+02,+1.14420339160E+02,+1.14245241914E+02,+5.03227636067E+01
9.33711898351E+03,-2.44072142993E-01,-1.45617679610E+01,-1.45593206243E+01,-3.54346123717E-01,-1.63878543180E+02,+1.14411703030E+02,+1.14335598063E+02,+4.90316877779E+01
9.34216969374E+03,-2.47191918065E-01,-1.45911392704E+01,-1.46037301253E+01,-3.46502102997E-01,-1.63954731274E+02,+1.14304696321E+02,+1.14291253969E+02,+5.01413494241E+01
9.34722313603E+03,-2.36417862578E-01,-1.46197718366E+01,-1.46219901389E+01,-3.50964897711E-01,-1.63939396132E+02,+1.14272198419E+02,+1.14153069155E+02,+4.95039328972E+01
9.35227931188E+03,-2.59142266395E-01,-1.46398970569E+01,-1.46557206774E+01,-3.42221649188E-01,-1.63974232958E+02,+1.14223828792E+02,+1.14115145268E+02,+5.07683441388E+01
9.35733822276E+03,-2.46145506259E-01,-1.46667938174E+01,-1.46570971642E+01,-3.32437830689E-01,-1.63959912409E+02,+1.14209096089E+02,+1.14105045558E+02,+5.22621019743E+01
9.36239987014E+03,-2.23943006061E-01,-1.46790606795E+01,-1.46708488215E+01,-3.29471048861E-01,-1.64083455782E+02,+1.14110898894E+02,+1.13960860777E+02,+5.27325911907E+01
9.36746425551E+03,-2.49943582854E-01,-1.46993662019E+01,-1.47103890412E+01,-3.09589302830E-01,-1.64019878208E+02,+1.14208398991E+02,+1.14010628367E+02,+5.61182772872E+01
9.37253138035E+03,-2.39602993810E-01,-1.47377491468E+01,-1.47478084602E+01,-3.28187577176E-01,-1.64061858047E+02,+1.13965167147E+02,+1.13925208597E+02,+5.29387677697E+01
9.37760124614E+03,-2.33666793284E-01,-1.47573737515E+01,-1.47676264728E+01,-3.25897211560E-01,-1.64174407759E+02,+1.14024360954E+02,+1.13941249748E+02,+5.33107267335E+01
9.38267385436E+03,-2.37193466277E-01,-1.47874161936E+01,-1.47949658823E+01,-3.32814303878E-01,-1.64124446031E+02,+1.13921717039E+02,+1.13959542073E+02,+5.22029985208E+01
9.38774920650E+03,-2.25853434709E-01,-1.47989152244E+01,-1.48072880955E+01,-3.09697367700E-01,-1.64203647672E+02,+1.13830122047E+02,+1.13700711007E+02,+5.60986996903E+01
9.39282730404E+03,-2.29596841467E-01,-1.48227835613E+01,-1.48195188790E+01,-3.27012166735E-01,-1.64174966791E+02,+1.13920839890E+02,+1.13749738327E+02,+5.31290053512E+01
9.39790814847E+03,-2.31354384618E-01,-1.48756299556E+01,-1.48825569809E+01,-3.16501274468E-01,-1.64307900856E+02,+1.13729656697E+02,+1.13693161692E+02,+5.48929902552E+01
9.40299174127E+03,-2.21664841194E-01,-1.48676803045E+01,-1.48749707887E+01,-3.15689849044E-01,-1.64307776935E+02,+1.13662793613E+02,+1.13598560599E+02,+5.50340518871E+01
9.40807808392E+03,-2.28562530864E-01,-1.49247497459E+01,-1.49230179198E+01,-3.28453556770E-01,-1.64328341003E+02,+1.13723243315E+02,+1.13721332176E+02,+5.28959084962E+01
9.41316717792E+03,-2.29103955603E-01,-1.49280387387E+01,-1.49325386024E+01,-3.05336242553E-01,-1.64426525323E+02,+1.13627402768E+02,+1.13464647636E+02,+5.68997902606E+01
9.41825902476E+03,-2.27555339805E-01,-1.49679281024E+01,-1.49772412553E+01,-3.23278691454E-01,-1.64376902510E+02,+1.13590202417E+02,+1.13609252998E+02,+5.37424365781E+01
9.42335362592E+03,-2.16954394948E-01,-1.49868753438E+01,-1.49907435608E+01,-3.02394179968E-01,-1.64466002470E+02,+1.13570434209E+02,+1.13532265942E+02,+5.74532679676E+01
9.42845098289E+03,-2.20108969800E-01,-1.49988046102E+01,-1.50030224569E+01,-3.08903410928E-01,-1.64356232603E+02,+1.13599731689E+02,+1.13527038598E+02,+5.62428564629E+01
9.43355109716E+03,-2.21992965067E-01,-1.50143772590E+01,-1.50205826083E+01,-2.96352424171E-01,-1.64364308930E+02,+1.13488692944E+02,+1.13358168308E+02,+5.86243371955E+01
9.43865397023E+03,-2.09982412619E-01,-1.50607948378E+01,-1.50600136916E+01,-3.07115685059E-01,-1.64439122643E+02,+1.13399037045E+02,+1.13299638754E+02,+5.65701783282E+01
9.44375960359E+03,-2.25629659043E-01,-1.50729080635E+01,-1.50699724985E+01,-3.08825192656E-01,-1.64487135135E+02,+1.13414130537E+02,+1.13339398775E+02,+5.62570984745E+01
9.44886799873E+03,-2.16780458749E-01,-1.51118625056E+01,-1.50961267819E+01,-3.01778201520E-01,-1.64592233317E+02,+1.13314575898E+02,+1.13197171522E+02,+5.75705157803E+01
9.45397915714E+03,-2.06186877259E-01,-1.51284450388E+01,-1.51189783567E+01,-3.08960747465E-01,-1.64572935172E+02,+1.13382328672E+02,+1.13308419286E+02,+5.62324211862E+01
9.45909308032E+03,-2.17557805890E-01,-1.51462942615E+01,-1.51583173026E+01,-2.93196062601E-01,-1.64490158948E+02,+1.13340811267E+02,+1.13162764006E+02,+5.92553275940E+01
9.46420976977E+03,-2.29648078659E-01,-1.51701375991E+01,-1.51690164172E+01,-3.09555636228E-01,-1.64593836787E+02,+1.13228606211E+02,+1.13234679023E+02,+5.61243792977E+01
9.46932922698E+03,-2.11104177018E-01,-1.51943823507E+01,-1.51924157221E+01,-3.01683230437E-01,-1.64672154883E+02,+1.13125509327E+02,+1.13133457573E+02,+5.75886355630E+01
9.47445145345E+03,-2.15863759237E-01,-1.52212675819E+01,-1.52165857107E+01,-2.96832016058E-01,-1.64622593908E+02,+1.13228200436E+02,+1.13018889909E+02,+5.85296361646E+01
9.47957645067E+03,-2.18103117529E-01,-1.52424937594E+01,-1.52436413754E+01,-3.04280154271E-01,-1.64716527405E+02,+1.13154558856E+02,+1.13077938934E+02,+5.70972360944E+01
9.48470422015E+03,-1.96698167197E-01,-1.52623516454E+01,-1.52646631533E+01,-2.85843922892E-01,-1.64612406977E+02,+1.13011784817E+02,+1.12944928852E+02,+6.07791373637E+01
9.48983476338E+03,-2.03310056617E-01,-1.52878514429E+01,-1.52955928463E+01,-2.90940798469E-01,-1.64719352628E+02,+1.13034283470E+02,+1.12908387327E+02,+5.97145658252E+01
9.49496808187E+03,-2.11011389314E-01,-1.53144502209E+01,-1.53218608065E+01,-2.88367065069E-01,-1.64722791373E+02,+1.12959814768E+02,+1.12879456517E+02,+6.02474309922E+01
9.50010417711E+03,-1.96870463755E-01,-1.53210352520E+01,-1.53253730399E+01,-3.12237841475E-01,-1.64730100785E+02,+1.13004867670E+02,+1.12989464709E+02,+5.56423585933E+01
9.50524305062E+03,-2.03113079784E-01,-1.53605888313E+01,-1.53674393699E+01,-2.88545641150E-01,-1.64814358966E+02,+1.12835677509E+02,+1.12770197714E+02,+6.02101517136E+01
9.51038470388E+03,-1.91424291254E-01,-1.53644315328E+01,-1.53699434641E+01,-2.68983731649E-01,-1.64937462910E+02,+1.12786603481E+02,+1.12686973961E+02,+6.45881721451E+01
9.51552913841E+03,-2.07335142203E-01,-1.54008250597E+01,-1.53963437368E+01,-2.90923156911E-01,-1.64843082642E+02,+1.12918918329E+02,+1.12741753828E+02,+5.97181862350E+01
9.52067635571E+03,-1.95911223505E-01,-1.54263049722E+01,-1.54283632195E+01,-2.86433273217E-01,-1.64752633773E+02,+1.12850495253E+02,+1.12742389184E+02,+6.06541039395E+01
9.52582635728E+03,-1.95451038477E-01,-1.54604791476E+01,-1.54380141508E+01,-2.74893582584E-01,-1.65033212749E+02,+1.12688689786E+02,+1.12618132128E+02,+6.31998356384E+01
9.53097914463E+03,-2.00641840950E-01,-1.54605575536E+01,-1.54846064727E+01,-3.02828160454E-01,-1.64834354057E+02,+1.12856840835E+02,+1.12745847296E+02,+5.73709488151E+01
9.53613471927E+03,-1.87366357788E-01,-1.54855864937E+01,-1.55026023646E+01,-2.90010659878E-01,-1.64942301178E+02,+1.12656295626E+02,+1.12570750352E+02,+5.99060500068E+01
9.54129308271E+03,-1.99821952323E-01,-1.55150306978E+01,-1.55177908609E+01,-2.90853175279E-01,-1.65020573514E+02,+1.12637495274E+02,+1.12613145610E+02,+5.97325522289E+01
9.54645423645E+03,-2.11582506440E-01,-1.55426078256E+01,-1.55488426586E+01,-2.82142856124E-01,-1.65026458675E+02,+1.12616885226E+02,+1.12466141286E+02,+6.15762772005E+01
9.55161818200E+03,-1.92133012383E-01,-1.55657121980E+01,-1.55635610245E+01,-2.88399900970E-01,-1.65054365646E+02,+1.12574357689E+02,+1.12533297865E+02,+6.02405727537E+01
9.55678492088E+03,-1.89547714450E-01,-1.55848545678E+01,-1.55758047904E+01,-2.59871954674E-01,-1.65067855332E+02,+1.12491251524E+02,+1.12379920115E+02,+6.68524432513E+01
9.56195445459E+03,-2.00048721179E-01,-1.56149816769E+01,-1.56085904881E+01,-2.73034210978E-01,-1.65230147135E+02,+1.12399922315E+02,+1.12345723438E+02,+6.36301569201E+01
9.56712678465E+03,-2.01376109510E-01,-1.56203442935E+01,-1.56379537147E+01,-2.77368398728E-01,-1.65035610528E+02,+1.12449619949E+02,+1.12362376875E+02,+6.26360304259E+01
9.57230191256E+03,-1.93298369757E-01,-1.56511236672E+01,-1.56519935803E+01,-2.65841987945E-01,-1.65173225557E+02,+1.12448299862E+02,+1.12271077679E+02,+6.53513594962E+01
9.57747983985E+03,-2.03292036149E-01,-1.56946032963E+01,-1.56928335532E+01,-2.84593669892E-01,-1.65236248173E+02,+1.12419127865E+02,+1.12366726646E+02,+6.10460990796E+01
9.58266056803E+03,-1.86576444188E-01,-1.56934200585E+01,-1.56955675005E+01,-2.71555669462E-01,-1.65257161484E+02,+1.12249086611E+02,+1.12150667958E+02,+6.39765476951E+01
9.58784409860E+03,-2.02881524643E-01,-1.57171088320E+01,-1.57197259589E+01,-2.82615206283E-01,-1.65195259285E+02,+1.12394086571E+02,+1.12316400097E+02,+6.14733795319E+01
9.59303043310E+03,-1.85773423248E-01,-1.57455429694E+01,-1.57479814309E+01,-2.74754300377E-01,-1.65312647108E+02,+1.12206089486E+02,+1.12086419237E+02,+6.32318684171E+01
9.59821957302E+03,-1.97033647389E-01,-1.57647650731E+01,-1.57728806886E+01,-2.71672690949E-01,-1.65299491303E+02,+1.12163579236E+02,+1.12131860867E+02,+6.39489946462E+01
9.60341151990E+03,-1.93447565004E-01,-1.57796036207E+01,-1.57795277389E+01,-2.60418766821E-01,-1.65241954759E+02,+1.12253016416E+02,+1.12166815856E+02,+6.67120913497E+01
9.60860627525E+03,-1.85904108047E-01,-1.58114242993E+01,-1.58229318123E+01,-2.77885466333E-01,-1.65276539997E+02,+1.12149062763E+02,+1.12121401856E+02,+6.25195020093E+01
9.61380384059E+03,-1.76246042955E-01,-1.58167563104E+01,-1.58247066264E+01,-2.68114007617E-01,-1.65343683098E+02,+1.12113650261E+02,+1.11985259620E+02,+6.47976536377E+01
9.61900421744E+03,-1.83158402913E-01,-1.58533365871E+01,-1.58459985093E+01,-2.67034892257E-01,-1.65333706301E+02,+1.12073691971E+02,+1.11904621925E+02,+6.50594661001E+01
9.62420740732E+03,-1.86062364334E-01,-1.58821587715E+01,-1.58889585051E+01,-2.67109529057E-01,-1.65405518659E+02,+1.12055716978E+02,+1.12016325333E+02,+6.50412897909E+01
9.62941341175E+03,-1.74141941794E-01,-1.58934331975E+01,-1.58924602988E+01,-2.56454385771E-01,-1.65390495195E+02,+1.11956982837E+02,+1.11838356919E+02,+6.77432019424E+01
9.63462223225E+03,-1.93643055521E-01,-1.59351399165E+01,-1.59376595050E+01,-2.68734104083E-01,-1.65415008083E+02,+1.12071312380E+02,+1.11895151632E+02,+6.46481586241E+01
9.63983387035E+03,-1.74352432870E-01,-1.59280767326E+01,-1.59352753408E+01,-2.60860660628E-01,-1.65346336413E+02,+1.12001384675E+02,+1.11879385445E+02,+6.65990990721E+01
9.64504832758E+03,-1.88316170759E-01,-1.59655903805E+01,-1.59667567447E+01,-2.53427975047E-01,-1.65464170176E+02,+1.11921113611E+02,+1.11707354646E+02,+6.85520674359E+01
9.65026560545E+03,-1.77854342816E-01,-1.60004263469E+01,-1.59859815695E+01,-2.58913548694E-01,-1.65580982490E+02,+1.11839388946E+02,+1.11696326879E+02,+6.70998704000E+01
9.65548570549E+03,-1.68630551751E-01,-1.59968242968E+01,-1.60140865584E+01,-2.65807054729E-01,-1.65439792318E+02,+1.11841868622E+02,+1.11721500843E+02,+6.53599468407E+01
9.66070862923E+03,-1.76240173366E-01,-1.60179920215E+01,-1.60240296281E+01,-2.57356741502E-01,-1.65525803821E+02,+1.11827739302E+02,+1.11737849655E+02,+6.75057122617E+01
9.66593437820E+03,-1.68623809875E-01,-1.60435740724E+01,-1.60484793966E+01,-2.60980786932E-01,-1.65585567765E+02,+1.11759806503E+02,+1.11664770956E+02,+6.65684489201E+01
9.67116295392E+03,-1.67941901964E-01,-1.60686169827E+01,-1.60693760108E+01,-2.58136557813E-01,-1.65521542773E+02,+1.11765198037E+02,+1.11656040357E+02,+6.73018111067E+01
9.67639435792E+03,-1.78580186991E-01,-1.60928684857E+01,-1.60919685620E+01,-2.51945866501E-01,-1.65589646539E+02,+1.11714455714E+02,+1.11593714736E+02,+6.89552779925E+01
9.68162859174E+03,-1.88928526312E-01,-1.61328162918E+01,-1.61260544291E+01,-2.75526303780E-01,-1.65668289979E+02,+1.11543162038E+02,+1.11590832011E+02,+6.30547271942E+01
9.68686565691E+03,-1.64019024880E-01,-1.61180798972E+01,-1.61338990476E+01,-2.37511474249E-01,-1.65679981362E+02,+1.11515001535E+02,+1.11441615869E+02,+7.31453575329E+01
9.69210555495E+03,-1.69780196499E-01,-1.61718087128E+01,-1.61665979151E+01,-2.61411809971E-01,-1.65705149242E+02,+1.11466589376E+02,+1.11499837033E+02,+6.64587055431E+01
9.69734828739E+03,-1.83901936218E-01,-1.61981671055E+01,-1.61946642231E+01,-2.70853229646E-01,-1.65698435592E+02,+1.11562801212E+02,+1.11436540791E+02,+6.41424396206E+01
9.70259385578E+03,-1.77944627842E-01,-1.61911497809E+01,-1.61865387961E+01,-2.30895868746E-01,-1.65687443609E+02,+1.11542079298E+02,+1.11390126698E+02,+7.52408535394E+01
